run 200000
Neighbor list info ...
  update every 20 steps, delay 0 steps, check no
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 3.3
  ghost atom cutoff = 3.3
  binsize = 1.65, bins = 22 22 22
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d/newton
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 2.739 | 2.739 | 2.739 Mbytes
Step Temp Press TotEng PotEng 
       0          0.8  0.022486212    1.1837033 -0.015395096 
     100   0.81349784  0.023598437     1.182483  -0.03684699 
     200   0.83279291  0.021765409    1.1677073 -0.080543493 
     300   0.84227124  0.022716302    1.1200284  -0.14242922 
     400   0.83113313  0.022555467    1.0772975  -0.16846553 
     500   0.81036659  0.020267412    1.0516173  -0.16301932 
     600   0.80249459   0.02174945    1.0286074  -0.17423008 
     700   0.78715745  0.019760128    1.0082971  -0.17155193 
     800   0.78930165  0.020473687   0.99629883  -0.18676412 
     900   0.79141374  0.019677203    0.9912543  -0.19497442 
    1000   0.79269591  0.019051199   0.99401658  -0.19413394 
    1100   0.80259157  0.018703683    1.0044221  -0.19856071 
    1200   0.81668589  0.021001325    1.0180857  -0.20602275 
    1300   0.82756338   0.02148863    1.0227579  -0.21765454 
    1400   0.81707091  0.021295291    1.0025794  -0.22210613 
    1500   0.78737128  0.018942349    0.9633749  -0.21679467 
    1600   0.77231388  0.020294045   0.94326347  -0.21433698 
    1700   0.77619758  0.018525788    0.9454186  -0.21800301 
    1800   0.78765657  0.019700354   0.96112679  -0.21947041 
    1900   0.80243441  0.020014141   0.98068502  -0.22206228 
    2000    0.8159041  0.019889265   0.99232397  -0.23061268 
    2100   0.80761599  0.018148297   0.99320459  -0.21730924 
    2200   0.80915086  0.020960147   0.98926591  -0.22354848 
    2300    0.8063204  0.019779338   0.97987389  -0.22869801 
    2400   0.79132763  0.019182344   0.97020001  -0.21589963 
    2500   0.79937363  0.019487202    0.9672862  -0.23087338 
    2600   0.80266469  0.019309537   0.96669902  -0.23639343 
    2700   0.80384244   0.01856411   0.96598795  -0.23886981 
    2800   0.81550524  0.018356417   0.96234026  -0.25999854 
    2900   0.80363918  0.018801343   0.95207199  -0.25248109 
    3000   0.79572445  0.018552779   0.93965133  -0.25303858 
    3100   0.79217486  0.019844427   0.92909135  -0.25827819 
    3200   0.79088528  0.019641143   0.92142299  -0.26401363 
    3300   0.78468934  0.017539157   0.91878019  -0.25736949 
    3400   0.79304162  0.018771453   0.93053543  -0.25813327 
    3500   0.81588072  0.018558595   0.95941531   -0.2634863 
    3600   0.82656351  0.019818714   0.98288648  -0.25602727 
    3700    0.8395483   0.02040907   0.98518677  -0.27318953 
    3800   0.82116146  0.019403519   0.95817272  -0.27264404 
    3900   0.79741951  0.018748103   0.92188225  -0.27334834 
    4000   0.79201757  0.017376787   0.90640775  -0.28072602 
    4100   0.80312079  0.018871494   0.90381613  -0.29995996 
    4200   0.79298989   0.01854267   0.90284183  -0.28574932 
    4300   0.79512809  0.020201871   0.90571851  -0.28607754 
    4400   0.78991484  0.018583487   0.91436678  -0.26961526 
    4500    0.8036338  0.019605199   0.93585895  -0.26868608 
    4600   0.82229063  0.020593416   0.96927378  -0.26323547 
    4700   0.83922683  0.020036391   0.98861747    -0.269277 
    4800   0.82573739  0.020317165   0.98000464  -0.25767087 
    4900   0.80056421  0.018335651   0.94483793  -0.25510618 
    5000   0.79212735  0.019910052   0.91082879  -0.27646953 
    5100   0.79149947  0.018017763   0.90026225  -0.28609495 
