run 200000
Neighbor list info ...
  update every 20 steps, delay 0 steps, check no
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 3.3
  ghost atom cutoff = 3.3
  binsize = 1.65, bins = 17 17 17
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d/newton
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 2.705 | 2.705 | 2.705 Mbytes
Step Temp Press TotEng PotEng 
       0          1.2  0.069258493    1.7590627 -0.039584975 
     100    1.2568621  0.068114897    1.7557836  -0.12809305 
     200     1.331562  0.083411433    1.7003477  -0.29549463 
     300    1.2948921  0.078330846    1.6087023   -0.3321766 
     400    1.2680037  0.065369839    1.5428989  -0.35767765 
     500    1.2301452  0.070681174    1.4716115  -0.37221992 
     600    1.2113661  0.059963762    1.4099637  -0.40572029 
     700    1.1816355   0.06075916    1.3653972  -0.40572443 
     800    1.1697778  0.069443693    1.3400272  -0.41332122 
     900    1.1631834  0.064221403    1.3327641  -0.41070012 
    1000    1.1838611  0.057439371    1.3482309   -0.4262265 
    1100     1.203563  0.067906067    1.3800554  -0.42393277 
    1200     1.227756  0.064312004    1.4071931  -0.43305726 
    1300     1.234632  0.061828669    1.4138472  -0.43670938 
    1400    1.2266371  0.068460767    1.3946528  -0.44392043 
    1500    1.2000551  0.064687442      1.35123  -0.44750023 
    1600    1.1691306  0.063616968    1.3133687   -0.4390096 
    1700    1.1842624  0.054540177    1.2992706  -0.47578843 
    1800    1.1878984  0.061492847    1.3017621  -0.47874679 
    1900     1.183163  0.065715855    1.3133766  -0.46003451 
    2000    1.2050587  0.059139333    1.3387542  -0.46747581 
    2100    1.2465318  0.067271649    1.3841545  -0.48423837 
    2200    1.2823419  0.065007222    1.4188082  -0.50325953 
    2300    1.2527742   0.06438556    1.3952345  -0.48251497 
    2400     1.204033  0.061145851     1.316985  -0.48770764 
    2500    1.1868622  0.061592762    1.2780976  -0.50085823 
    2600     1.155064  0.065066259    1.2693997  -0.46189462 
    2700    1.1774592  0.062907744    1.2834731  -0.48138885 
    2800    1.2009201  0.055202937    1.3133413  -0.48668543 
    2900    1.2110544   0.06363771    1.3465529  -0.46866395 
    3000     1.223791  0.067142101    1.3689044  -0.46540298 
    3100    1.2201909  0.066607296    1.3704764  -0.45843488 
    3200    1.2280521   0.06501299    1.3437792  -0.49691495 
    3300    1.1941367  0.065894969    1.2831463  -0.50671304 
    3400    1.1724734  0.054066409    1.2419837  -0.51540511 
    3500    1.1611477  0.056838549    1.2416562  -0.49875672 
    3600    1.1742921   0.05781486    1.2624184  -0.49769638 
    3700    1.1868081   0.06440812    1.2937857   -0.4850889 
    3800    1.2065264  0.064047988    1.3217949  -0.48663496 
    3900     1.217155  0.061272648    1.3378433  -0.48651748 
    4000     1.205134   0.06663955    1.3407831  -0.46555974 
    4100      1.20729  0.060912465    1.3348081  -0.47476634 
    4200    1.2046673  0.062325622    1.3134376  -0.49220567 
    4300     1.168684  0.065288873    1.2601482  -0.49156067 
    4400    1.1364438  0.055018609    1.2151734  -0.48821157 
    4500    1.1462644  0.055911905    1.2179921  -0.50011274 
    4600    1.1765866  0.055840287    1.2565454  -0.50700848 
    4700    1.1800747   0.06966021    1.2955211  -0.47326101 
    4800    1.1990908  0.062086463    1.3174764  -0.47980854 
    4900    1.2164345  0.060413377    1.3265624  -0.49671848 
    5000    1.2120373   0.06306288    1.3241553  -0.49253479 
    5100    1.2041017  0.059714907    1.3122941  -0.49250141 
    5200    1.1939451  0.057353857    1.2931035  -0.49646861 
    5300    1.1739549   0.05708873    1.2714806  -0.48812876 
    5400    1.1599312  0.055175446    1.2615214  -0.47706823 
    5500    1.1760091  0.061521087    1.2827476  -0.47994075 
    5600    1.2104172  0.066409606    1.3402375   -0.4740241 
    5700    1.2585605  0.066310886    1.3787602  -0.50766215 
    5800    1.2381303  0.065254701    1.3720681  -0.48373201 
    5900    1.2137216  0.062898024    1.3376657   -0.4815488 
    6000    1.1858104  0.061656476    1.3018318  -0.47554752 
    6100    1.1806578  0.057504585    1.2849572  -0.48469898 
    6200    1.1905087  0.058397062      1.28445  -0.49997138 
    6300    1.1914098  0.060184314    1.2911466  -0.49462543 
    6400    1.1944449  0.066719796    1.3029721  -0.48734921 
    6500    1.2023252  0.064035175    1.3153488  -0.48678398 
    6600    1.2082091    0.0615588    1.3241387  -0.48681333 
    6700    1.2026233  0.060406859    1.3334609  -0.46911868 
    6800    1.2184555  0.061152616    1.3626307  -0.46367941 
    6900    1.2481846  0.069547093     1.396446  -0.47442419 
    7000     1.241855  0.059962196    1.3968876   -0.4644953 
    7100    1.2298101  0.068641309    1.3607545  -0.48257469 
    7200    1.1968734  0.061118504    1.3086843  -0.48527693 
    7300    1.1909454  0.057616503    1.2751189  -0.50995713 
    7400    1.1889078  0.063270837      1.25744  -0.52458184 
    7500    1.1685607  0.060516934    1.2496882  -0.50183586 
    7600    1.1803252   0.05866205    1.2608179  -0.50833976 
    7700    1.1916026  0.059145186    1.2954934  -0.49056753 
    7800    1.2143436  0.062738723    1.3443288  -0.47581808 
    7900    1.2253753  0.069268282    1.3748958  -0.46178618 
    8000    1.2385135  0.062204542    1.3762911  -0.48008337 
    8100    1.2287449   0.06277757    1.3554826  -0.48624994 
    8200    1.2189405  0.062821306    1.3314343   -0.4956028 
    8300    1.2096688   0.06664452    1.3119883  -0.50115162 
    8400    1.2005394  0.062130475    1.2944914  -0.50496471 
    8500    1.1965205  0.059625689    1.2794064  -0.51402592 
    8600    1.1835282  0.058514183    1.2697068  -0.50425175 
    8700    1.1734151  0.056393123    1.2740451  -0.48475507 
    8800     1.188753  0.061280662    1.3054012  -0.47638868 
