run 200000
Neighbor list info ...
  update every 20 steps, delay 0 steps, check no
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 3.3
  ghost atom cutoff = 3.3
  binsize = 1.65, bins = 20 20 20
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d/newton
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 2.724 | 2.724 | 2.724 Mbytes
Step Temp Press TotEng PotEng 
       0          0.9  0.032069953    1.3335866 -0.015399151 
     100   0.92264017  0.032281434    1.3318886 -0.051031897 
     200   0.94979028  0.033380941    1.3090495  -0.11456558 
     300   0.95416014  0.034750856    1.2469303  -0.18323458 
     400   0.94322052  0.027839269    1.2044327  -0.20933506 
     500   0.92381531  0.029851555    1.1682195  -0.21646234 
     600   0.90958552  0.029203387    1.1289683  -0.23438488 
     700   0.88427063  0.029910452    1.0969216  -0.22848776 
     800   0.87906147  0.026706236    1.0787097  -0.23889187 
     900   0.87794001  0.029763075    1.0759414  -0.23997918 
    1000   0.89160771  0.029699286    1.0875195  -0.24888724 
    1100    0.9133144  0.027641889    1.1058834  -0.26305896 
    1200   0.92377356  0.029295269    1.1179243  -0.26669495 
    1300    0.9279924  0.026695986    1.1136238  -0.27731896 
    1400   0.91277461  0.028538057     1.085613  -0.28252022 
    1500   0.89092447  0.024960684    1.0457542  -0.28962843 
    1600   0.88105253  0.027246591    1.0258091  -0.29477673 
    1700   0.87938751  0.028996642    1.0249782    -0.293112 
    1800    0.8803156  0.025761264    1.0363361  -0.28314519 
    1900   0.89838422  0.027327133    1.0577371  -0.28882683 
    2000   0.90279128  0.026423614    1.0770418  -0.27612773 
    2100   0.91286064  0.025727663    1.0867495  -0.28151266 
    2200   0.90948478   0.02918534    1.0875861   -0.2756161 
    2300   0.91162447  0.029863895    1.0807231  -0.28568619 
    2400   0.91369626  0.028334576    1.0674856  -0.30202909 
    2500   0.89731578  0.028581947    1.0525184  -0.29244401 
    2600   0.89008726  0.026102661    1.0437238  -0.29040396 
    2700   0.89084584  0.028091264    1.0431361  -0.29212869 
    2800   0.89609968  0.028729189    1.0473688   -0.2957708 
    2900    0.9038244  0.026223692    1.0516283  -0.30308971 
    3000   0.89855045  0.028560726    1.0536169  -0.29319609 
    3100   0.90290302  0.028337642    1.0556873  -0.29764964 
    3200   0.91581033  0.027421279    1.0574071  -0.31527626 
    3300   0.90484245  0.025739093    1.0474447  -0.30879922 
    3400    0.8952964  0.026078447    1.0288641  -0.31307149 
    3500   0.88559252  0.026684725    1.0124213  -0.31496945 
    3600    0.8849699  0.023933414    1.0043662  -0.32209134 
    3700   0.88795437  0.029872245    1.0081537  -0.32277714 
    3800   0.88926483   0.02570378    1.0226049  -0.31029019 
    3900   0.90961773  0.029414504    1.0471936  -0.31620792 
    4000   0.92375327  0.028977798    1.0691535  -0.31543533 
    4100    0.9204348  0.029777294    1.0766987  -0.30291619 
    4200   0.91983475  0.027335511    1.0629709  -0.31574455 
    4300   0.89255338  0.026590051    1.0206252  -0.31719903 
    4400   0.87794458  0.026938401   0.98266225   -0.3332652 
    4500   0.87628615  0.027507565   0.97375469  -0.33968698 
    4600   0.88535569  0.024258022   0.98190147  -0.34513428 
    4700   0.89675439  0.025338872   0.99781162  -0.34630935 
    4800   0.89740968  0.025167301    1.0141812  -0.33092199 
    4900   0.90138467  0.027213059    1.0300602    -0.321001 
    5000   0.90213971  0.027637636    1.0435478  -0.30864508 
    5100   0.92468855   0.02719276    1.0506876  -0.33530311 
    5200     0.918146  0.028317931    1.0427532   -0.3334311 
    5300   0.89630079  0.026224281    1.0234236  -0.32001743 
    5400   0.89375975  0.026168726    1.0088376  -0.33079474 
    5500   0.88494057  0.026664385    1.0060021  -0.32041147 
    5600   0.88498802  0.024450303    1.0114948  -0.31498987 
    5700   0.90083766  0.028817533    1.0226924   -0.3275489 
    5800   0.90137265  0.028362635    1.0326857  -0.31835749 
    5900   0.90909832  0.029541658    1.0391793  -0.32344367 
    6000    0.9143831  0.026517419    1.0371247  -0.33341942 
    6100   0.90360381  0.027365816    1.0206543  -0.33373309 
    6200   0.87768663  0.026836342   0.99419761   -0.3213432 
    6300   0.87662437  0.024556438   0.97654312   -0.3374055 
    6400   0.87528095  0.026570505   0.97600434  -0.33593067 
    6500   0.89632081  0.026044475   0.99949494  -0.34397615 
    6600   0.92044662  0.028126813    1.0446611  -0.33497151 
    6700   0.93374644  0.027028975    1.0704551  -0.32911225 
    6800   0.92862612  0.028748118    1.0673893  -0.32450339 
    6900   0.92574316  0.025950579    1.0471501  -0.34042139 
    7000   0.91730578  0.028126498    1.0213641  -0.35356074 
    7100   0.90185465  0.024926137    1.0004509  -0.35131474 
    7200   0.89166742  0.025601408   0.98994642  -0.34654982 
    7300   0.89027524  0.025251622   0.98847335   -0.3459362 
    7400   0.89846761  0.026236174   0.99452366  -0.35216521 
    7500    0.9035574  0.025899906    1.0047391  -0.34957872 
    7600   0.90790102  0.025390668    1.0190576  -0.34177074 
    7700   0.91751329  0.028216416     1.040979  -0.33425688 
    7800   0.93510977  0.028710738    1.0670951  -0.33451566 
    7900    0.9422972    0.0274857    1.0793875  -0.33299636 
    8000   0.92858079  0.027898332    1.0586005  -0.33322425 
    8100   0.90122568  0.027825987    1.0097811  -0.34104173 
    8200   0.88385672  0.023331693   0.98088611  -0.34390289 
    8300   0.88907841  0.026332689   0.97513114  -0.35748451 
    8400   0.89623161  0.024449525   0.97847307  -0.36486431 
    8500   0.90030291  0.027435646   0.98678608  -0.36265368 
    8600   0.90035955  0.023107634    0.9997369  -0.34978774 
    8700   0.92023741  0.026997156    1.0215108  -0.35780826 
    8800   0.92944368  0.028134561     1.039812  -0.35330608 
    8900   0.92465221    0.0275192    1.0395254  -0.34641083 
    9000   0.90399553  0.024891724    1.0086793  -0.34629519 
    9100   0.87566392  0.025760209   0.96746411  -0.34504493 
    9200   0.87570305  0.025155505   0.94979436  -0.36277331 
    9300   0.88249784  0.024490573   0.95083667  -0.37191554 
    9400   0.88976137  0.024719242   0.96483833  -0.36880098 
    9500   0.89849033   0.02725458   0.98957603  -0.35714689 
    9600    0.9194241  0.025461972    1.0149845  -0.36311551 
    9700   0.92052793  0.028860908     1.028258  -0.35149651 
    9800   0.91296117   0.02840075    1.0231863  -0.34522659 
    9900   0.88944396  0.026054216   0.98715614  -0.34600741 
   10000    0.8548503  0.024029301   0.93147665  -0.34983541 
