run 200000
Neighbor list info ...
  update every 20 steps, delay 0 steps, check no
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 3.3
  ghost atom cutoff = 3.3
  binsize = 1.65, bins = 22 22 22
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d/newton
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 2.739 | 2.739 | 2.739 Mbytes
Step Temp Press TotEng PotEng 
       0          1.2  0.036010835    1.7832485 -0.015399151 
     100    1.2214285  0.038034094    1.7814673 -0.049298822 
     200    1.2365082  0.039803288    1.7601036 -0.093265212 
     300    1.2326235  0.037312324    1.6917968  -0.15574937 
     400    1.2052736  0.033867365    1.6379479  -0.16860418 
     500    1.1947074  0.036269046     1.617912  -0.17280262 
     600    1.1950319  0.033131807     1.604246  -0.18695503 
     700    1.1905711  0.034383811    1.5938333  -0.19068159 
     800    1.1838786  0.032091185    1.5895901  -0.18489365 
     900    1.1946724  0.033380593     1.598119  -0.19254322 
    1000    1.2086095  0.034235981    1.6157259  -0.19582626 
    1100    1.2254679  0.035421719    1.6350829  -0.20173794 
    1200    1.2353663  0.034525602    1.6415973  -0.21006003 
    1300    1.2167172  0.032280468    1.6183636  -0.20534103 
    1400    1.1903105  0.034435774     1.568434  -0.21569041 
    1500    1.1607527  0.029875221    1.5296509  -0.21017003 
    1600    1.1626789  0.034190891    1.5245764  -0.21813161 
    1700    1.1736626  0.031695093    1.5448008  -0.21437037 
    1800    1.2039979  0.034380582    1.5792026  -0.22543731 
    1900    1.2288966  0.034229231    1.6018439  -0.24011607 
    2000    1.2186675  0.034764076    1.6001294  -0.22649849 
    2100    1.2120548  0.033073358    1.5876571  -0.22905924 
    2200    1.2008216  0.034240262    1.5766124  -0.22326672 
    2300    1.1946403   0.03327357    1.5688705  -0.22174367 
    2400    1.1967534  0.033361901    1.5665397  -0.22724165 
    2500    1.1911563  0.033173588    1.5682696  -0.21712241 
    2600    1.2052083   0.03364945    1.5739735  -0.23248074 
    2700    1.2070602  0.033584953    1.5795688  -0.22966116 
    2800    1.2043539  0.033886886    1.5842532  -0.22092031 
    2900    1.2137368  0.034598342    1.5884751  -0.23076223 
    3000    1.2054455   0.03555212    1.5853846  -0.22142515 
    3100    1.2107028  0.033025576    1.5723747  -0.24231509 
    3200    1.1924682  0.032854756    1.5480127  -0.23934571 
    3300     1.181726  0.032331212    1.5223172  -0.24893998 
    3400    1.1640312  0.032880084    1.5103384  -0.23439654 
    3500    1.1863834  0.032349633    1.5201399  -0.25809825 
    3600    1.1979574  0.033506451    1.5534286  -0.24215748 
    3700    1.2202337  0.035682071    1.6021298  -0.22684558 
    3800    1.2450193  0.034415762    1.6310927  -0.23503311 
