run 200000
Neighbor list info ...
  update every 20 steps, delay 0 steps, check no
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 3.3
  ghost atom cutoff = 3.3
  binsize = 1.65, bins = 20 20 20
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d/newton
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 2.724 | 2.724 | 2.724 Mbytes
Step Temp Press TotEng PotEng 
       0          1.1  0.040036467    1.6333622 -0.015398138 
     100    1.1202509  0.041191779    1.6316133 -0.047500542 
     200    1.1595586  0.044083064    1.6079993  -0.13003172 
     300    1.1496569  0.041533043    1.5348812   -0.1883085 
     400    1.1242022  0.037964028    1.4870916  -0.19794467 
     500    1.1185776  0.041481296    1.4558139  -0.22079188 
     600    1.0980251   0.03478317    1.4204882  -0.22531196 
     700    1.0761213  0.037542079    1.3943683  -0.21860083 
     800    1.0850489  0.036801564     1.384263   -0.2420875 
     900    1.0892041  0.034007905    1.3870087  -0.24556995 
    1000    1.0967699  0.036826234    1.4006714  -0.24324733 
    1100    1.1169089  0.036140168    1.4203812  -0.25372349 
    1200    1.1290548  0.036973373     1.433651  -0.25865881 
    1300    1.1245748  0.036505467    1.4274313  -0.25816353 
    1400    1.1070915  0.036365294    1.3924698  -0.26691981 
    1500    1.0773623  0.035732121    1.3429303  -0.27189906 
    1600    1.0673472  0.036611751    1.3197419  -0.28007599 
    1700    1.0712501  0.033371062    1.3230676  -0.28260031 
    1800    1.0908701  0.035987691    1.3439881  -0.29108774 
    1900    1.0950142  0.038208413    1.3680377  -0.27324959 
    2000    1.1050766  0.038014875     1.384907  -0.27146253 
    2100    1.1173105  0.039326731    1.3900472  -0.28465935 
    2200    1.1100091  0.035135652    1.3820264  -0.28173626 
    2300    1.1029261  0.033895425     1.372545  -0.28060121 
    2400    1.0947152  0.035101324     1.367483  -0.27335612 
    2500    1.1071558  0.035764031    1.3664405  -0.29304548 
    2600     1.104037  0.036264934    1.3641527  -0.29065857 
    2700    1.0974957  0.035368675    1.3580651  -0.28694167 
    2800    1.0843318  0.036182573    1.3505725   -0.2747031 
    2900    1.0868825   0.03584159    1.3466987  -0.28240021 
    3000    1.0856125  0.033453654    1.3511771   -0.2760182 
    3100    1.1143371  0.034810833    1.3680448  -0.30220499 
    3200    1.1154999  0.035100059    1.3842633  -0.28772952 
    3300    1.1262107  0.036772344    1.3912583  -0.29678847 
    3400    1.1098307  0.034843383    1.3805857  -0.28290955 
    3500    1.0942625   0.03517404    1.3578173   -0.2823433 
    3600    1.0838197   0.03694081    1.3330236  -0.29148449 
    3700     1.070247  0.033994978    1.3161514  -0.28801295 
    3800     1.073331  0.036103214     1.316528  -0.29225888 
    3900    1.0847842  0.035444578      1.34358  -0.28237385 
    4000     1.126167  0.035164589    1.3969742   -0.2910071 
    4100    1.1437833  0.036677331    1.4279543  -0.28643169 
    4200    1.1371665  0.037087046    1.4206469  -0.28382133 
    4300    1.1265972  0.035038942    1.3912287  -0.29739747 
    4400    1.1177402  0.033391229    1.3585309  -0.31681978 
    4500    1.0930707  0.033237312    1.3389144  -0.29945973 
    4600    1.0930944  0.034083169    1.3341515  -0.30425825 
    4700    1.0939261  0.033754741    1.3369458  -0.30271047 
    4800    1.1027942  0.037717798    1.3430755  -0.30987303 
    4900    1.1045607  0.034306922    1.3489336  -0.30666271 
    5000    1.1144218   0.03478547    1.3539752   -0.3164016 
    5100    1.1082225  0.036765635    1.3501482   -0.3109367 
    5200    1.0917732  0.035341897    1.3310166  -0.30541277 
    5300    1.0748745  0.036263239    1.3056264   -0.3054741 
    5400    1.0645674  0.035261909    1.2906062  -0.30504517 
