run 200000
Neighbor list info ...
  update every 20 steps, delay 0 steps, check no
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 3.3
  ghost atom cutoff = 3.3
  binsize = 1.65, bins = 8 8 8
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d/newton
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 2.797 | 2.797 | 2.797 Mbytes
Step Temp Press TotEng PotEng 
       0          0.8    7.9713418   -2.5957398   -3.7948382 
     100     1.340193    0.7180527   -2.6795144   -4.6882935 
     200     1.131071    1.1008444   -2.8797526   -4.5750844 
     300    1.0579615   0.89012454   -3.0691033   -4.6548533 
     400   0.97843596    0.4813532   -3.2435695   -4.7101208 
     500   0.89506186    0.2380412   -3.3958485   -4.7374325 
     600   0.85912614  0.020494162    -3.512196    -4.799917 
     700   0.80822164  -0.11644634   -3.6049421   -4.8163637 
     800   0.78472984  -0.31920476   -3.6748716    -4.851082 
     900   0.76900765   -0.4649133   -3.7155638   -4.8682087 
    1000   0.75796309  -0.38124558   -3.7276938   -4.8637842 
    1100   0.77725849  -0.41438019   -3.7145788   -4.8795906 
    1200   0.78074102  -0.24577124   -3.6792792   -4.8495109 
    1300   0.80765583   -0.2196486   -3.6292259   -4.8397995 
    1400   0.84354904  -0.21156241   -3.5850234   -4.8493963 
    1500   0.84054018  -0.11996229   -3.5647614   -4.8246244 
    1600    0.8299716 -0.068940553   -3.5712175   -4.8152395 
    1700   0.81689841  -0.21164406   -3.5972421   -4.8216691 
    1800   0.79168071  -0.10603087   -3.6264152    -4.813044 
    1900   0.77255682  -0.16368663   -3.6494993   -4.8074639 
    2000   0.77826196  -0.20655488   -3.6648876   -4.8314035 
    2100   0.78020231  -0.28920765   -3.6648885   -4.8343127 
    2200   0.78027361  -0.14303385   -3.6477415   -4.8172726 
    2300   0.80387867  -0.20510759   -3.6244944   -4.8294064 
    2400   0.82503163  -0.23592104   -3.6046692   -4.8412868 
    2500   0.81018654  -0.13665066   -3.5903218   -4.8046886 
    2600   0.82000342    -0.105891   -3.5841655   -4.8132465 
    2700    0.8251395  -0.11616582   -3.5941245   -4.8309039 
    2800    0.8110491 -0.094338634   -3.6148569   -4.8305166 
    2900   0.78857111  -0.18060065   -3.6429745   -4.8249425 
    3000   0.77081597   -0.1930535   -3.6665234   -4.8218787 
    3100   0.77219605  -0.16440812   -3.6724616   -4.8298855 
    3200   0.76860496  -0.17266125    -3.665631   -4.8176722 
    3300   0.80193389  -0.24175349   -3.6423584   -4.8443555 
    3400     0.812725  -0.21218076   -3.6128171   -4.8309887 
    3500   0.80333419 -0.0017195734   -3.5863447   -4.7904407 
    3600    0.8322493  -0.19469575   -3.5724617   -4.8198977 
    3700   0.81834437  -0.14516673   -3.5743266   -4.8009209 
    3800   0.82436252  -0.16565722   -3.5856459   -4.8212606 
    3900   0.79798946  -0.12865545   -3.6068411    -4.802926 
    4000   0.79735044   -0.1911193   -3.6314142   -4.8265412 
    4100   0.79445982  -0.34403923   -3.6538699   -4.8446643 
    4200   0.79759077  -0.40086411   -3.6696015   -4.8650888 
    4300   0.77960491   -0.3113776   -3.6788421   -4.8473708 
    4400   0.75817451   -0.1671462   -3.6708858   -4.8072932 
    4500   0.79745911  -0.22702243     -3.64507     -4.84036 
    4600   0.80313372  -0.17525026   -3.6146553   -4.8184508 
    4700   0.80630664  -0.11722323   -3.5923705   -4.8009218 
    4800   0.81907269  -0.10217237   -3.5804531    -4.808139 
    4900   0.81255064  -0.12233951   -3.5779042   -4.7958144 
    5000   0.80928723 -0.097381652   -3.5910374   -4.8040562 
    5100   0.77973339 -0.055012203   -3.6164249   -4.7851463 
    5200   0.79233211  -0.21157152   -3.6406002   -4.8282055 
    5300   0.78471601  -0.27276761   -3.6569867   -4.8331764 
