T_imp,v_imp,N_avg_points,Temp,Temp_std,Press,Press_std
0.1,0.7290000000000001,29.0,0.09969384341379312,0.004666329704553687,0.2545139796551724,0.042318667917783485
0.1,1.0,46.0,0.09984982484782609,0.002934856751864997,-0.8543119473913043,0.0708248814582222
0.1,1.3310000000000004,47.0,0.10014655436170211,0.0027562911772453288,-0.2629025072340425,0.04677921136396852
0.1,1.7279999999999998,47.0,0.100024057106383,0.0028550616400092343,-0.07333588298085106,0.032719007060420385
0.1,2.196999999999999,47.0,0.10020163978723405,0.003668307181290116,-0.004252469044680851,0.02441162757961516
0.1,2.7439999999999993,47.0,0.09976065508510638,0.004180509142764875,-0.00013711970978723458,0.019517485339383904
0.1,3.375,46.0,0.09978396963043476,0.0039042845915199377,0.00011446436441304379,0.018107736634214944
0.1,4.095999999999999,45.0,0.09966516233333333,0.0033859684155382857,-0.003432765683333334,0.015871756331336202
0.1,4.912999999999998,41.0,0.1004688433414634,0.003094584412408379,-0.011303541219512195,0.01219846668013317
0.1,5.831999999999998,36.0,0.09973066169444444,0.002640790489777191,-0.016925228868333333,0.011291871606344253
0.1,6.858999999999999,44.0,0.1001846205,0.0038304206983702277,-0.011417571363522727,0.008671425527636285
0.1,7.999999999999995,44.0,0.09982983861363635,0.003978383093348903,0.0005950556565909092,0.008271331490990828
0.1,9.260999999999996,36.0,0.10008673041666666,0.0023223128221687085,0.0004658974377777779,0.005436102315740217
0.1,10.647999999999996,36.0,0.09995727283333333,0.003877812560773409,0.0015977904934444446,0.0048857741019737696
0.1,12.166999999999998,36.0,0.10027634097222221,0.0032990281207221418,0.00013311579194444446,0.005131496162489214
0.1,13.823999999999991,44.0,0.10043751950000002,0.0045995886384291,-0.0004361215204545454,0.003882781400138107
0.1,15.624999999999991,43.0,0.10004263920930231,0.003772506767721126,0.00011922901186046509,0.0029969454724473672
0.1,17.575999999999993,42.0,0.09942312854761906,0.004074746094222738,-0.00021655114142857148,0.003262536166113542
0.1,19.682999999999993,43.0,0.10028063355813953,0.004214427401299533,3.6427041627906095e-06,0.002382636261867415
0.1,21.951999999999984,42.0,0.10033972204761903,0.003160338704316892,-0.0003399983254047619,0.0020550357877838735
0.1,24.388999999999985,42.0,0.10010037083333334,0.00302366384990307,-0.0003655103605238096,0.0021749583357302425
0.2,0.7290000000000001,35.0,0.20035295599999997,0.008000726987215672,0.9929548437142856,0.0699232723720713
0.2,1.0,46.0,0.1995927843478261,0.004577124932341668,-0.6436898302173913,0.10748385729762243
0.2,1.3310000000000004,47.0,0.2003517614893617,0.0049005267479861345,-0.28638133851063835,0.0624709351885319
0.2,1.7279999999999998,42.0,0.20032989928571432,0.003933410231366783,-0.11281050021190475,0.04628090039635415
0.2,2.196999999999999,44.0,0.1999073468181818,0.004299583257924156,-0.0004201404793181805,0.030473199271853164
0.2,2.7439999999999993,46.0,0.19983916152173914,0.006110383821102853,-0.019535834853913046,0.028595252247046614
0.2,3.375,45.0,0.1998434204444444,0.0054788906415765715,-0.01043214859111111,0.02156496041961385
0.2,4.095999999999999,38.0,0.19989320657894738,0.004827564452180219,-0.007869445940789473,0.01830761073214242
0.2,4.912999999999998,37.0,0.20049017864864865,0.006233430076902546,-0.037526924348648655,0.01417293829265196
0.2,5.831999999999998,41.0,0.2001956887804878,0.0052450355826239355,-0.02370000289512195,0.01349313294628489
0.2,6.858999999999999,40.0,0.20050915125,0.0051806336394852265,-0.00711699019,0.012223664749761998
0.2,7.999999999999995,34.0,0.1996387555882353,0.004534866805432424,0.0011305458417647056,0.008869060150837707
0.2,9.260999999999996,32.0,0.1999968559375,0.0037515218436313127,0.0014078213065624999,0.010603498207245448
0.2,10.647999999999996,44.0,0.20002195840909087,0.005465480412822805,-0.0012677591581818184,0.00629650222929519
0.2,12.166999999999998,44.0,0.20038414681818184,0.005562135966858976,0.0017896406837931817,0.005075500429976141
0.2,13.823999999999991,38.0,0.19960505000000003,0.0050169124447061435,-0.001964853179736842,0.004800125989380913
0.2,15.624999999999991,42.0,0.19954608666666668,0.006209260337502316,7.730316190476198e-05,0.005436043629915154
0.2,17.575999999999993,43.0,0.2004578451162791,0.0064070430897409355,-0.000869008097604651,0.0037039222391728453
0.2,19.682999999999993,43.0,0.2012590141860465,0.005384761029949813,3.2888007906976595e-05,0.0036902453689015503
0.2,21.951999999999984,41.0,0.2000631543902439,0.005495697763412383,3.893112853658535e-05,0.003435528974075135
0.2,24.388999999999985,42.0,0.20087836119047622,0.005677063580471025,-0.00040448190450000006,0.003309078128723128
0.30000000000000004,0.7290000000000001,48.0,0.2981211727083333,0.01557943756115155,0.82585325769375,0.994351086898967
0.30000000000000004,1.0,46.0,0.30002132565217393,0.006904931134843025,-0.7702476141304347,0.09956011921212697
0.30000000000000004,1.3310000000000004,42.0,0.30051005023809524,0.006546765811600446,-0.2608208035714286,0.051679343980385976
0.30000000000000004,1.7279999999999998,47.0,0.30100563234042554,0.006467122596085598,-0.1321349440851064,0.04334113750364135
0.30000000000000004,2.196999999999999,46.0,0.29919402,0.006935106356570739,-0.09627235313478257,0.04413296854211931
0.30000000000000004,2.7439999999999993,46.0,0.30005587826086955,0.008658793841991752,-0.03958703952717391,0.03925376009923424
0.30000000000000004,3.375,42.0,0.3003752314285714,0.008212220208129313,-0.03757623870952381,0.02403280980056603
0.30000000000000004,4.095999999999999,42.0,0.3000576773809524,0.006289076340043547,-0.032097751175952385,0.02434241611885978
0.30000000000000004,4.912999999999998,32.0,0.30051291437499994,0.006760522432598559,-0.00891917925125,0.016908062912450166
0.30000000000000004,5.831999999999998,39.0,0.2996345033333333,0.006183345205650223,0.001043050931538462,0.01844697366605794
0.30000000000000004,6.858999999999999,35.0,0.30011754199999996,0.005816950685984042,0.003922654460371429,0.0140919379902994
0.30000000000000004,7.999999999999995,41.0,0.30108676341463414,0.005967800402486666,0.0007296999604878046,0.012308019748336866
0.30000000000000004,9.260999999999996,42.0,0.30021687619047616,0.007275603302983906,0.0015240053023809522,0.011310316351980635
0.30000000000000004,10.647999999999996,43.0,0.29870162372093023,0.007342005275287144,-0.0017918666655813954,0.009546147567486285
0.30000000000000004,12.166999999999998,31.0,0.2987005209677419,0.007199511699265921,-0.0007626616922580643,0.007963783001239582
0.30000000000000004,13.823999999999991,42.0,0.300496885952381,0.006367910853092157,9.528478095238078e-05,0.006369732092126362
0.30000000000000004,15.624999999999991,42.0,0.2994728569047619,0.007013447279400542,0.0014494661623809526,0.005542069632694696
0.30000000000000004,17.575999999999993,41.0,0.2999393856097561,0.007132466926672245,-0.000742673781097561,0.005251116509959596
0.30000000000000004,19.682999999999993,40.0,0.299414795,0.006591412511226638,9.006539162500011e-05,0.004691874588381804
0.30000000000000004,21.951999999999984,35.0,0.30014427200000005,0.006278630699959893,0.00017611330739999997,0.003830822687059826
0.30000000000000004,24.388999999999985,26.0,0.2995685769230769,0.005962933110691008,0.0005055516359230768,0.003942421539555614
0.4,0.7290000000000001,23.0,0.39769091130434786,0.008987518728506004,2.5118049260869566,0.09902927466219803
0.4,1.0,41.0,0.3995898943902439,0.007952357720831204,-0.5810247478048781,0.0826965197230115
0.4,1.3310000000000004,42.0,0.3978764478571428,0.009645959595384888,-0.23064176547619045,0.053850559137699996
0.4,1.7279999999999998,40.0,0.39872713125,0.00703846949236948,-0.15698742107500002,0.05223331312244737
0.4,2.196999999999999,46.0,0.39978855043478256,0.008545480514460609,-0.06981093138695653,0.04790323361458282
0.4,2.7439999999999993,46.0,0.4012359080434782,0.0105030470964448,-0.05602507491230435,0.034694137025513085
0.4,3.375,45.0,0.3996804162222223,0.010011448991443808,-0.04368411038175555,0.033217263688085516
0.4,4.095999999999999,42.0,0.4027909159523811,0.006363848444769526,-0.03591899583868548,0.02715834602636432
0.4,4.912999999999998,43.0,0.4006867841860464,0.00735013281877091,-0.023736005490697674,0.01958443447422161
0.4,5.831999999999998,42.0,0.40035106666666664,0.00893539641297801,-0.0032174847906428572,0.021633405075672768
