run 200000
Neighbor list info ...
  update every 20 steps, delay 0 steps, check no
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 3.3
  ghost atom cutoff = 3.3
  binsize = 1.65, bins = 8 8 8
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d/newton
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 2.797 | 2.797 | 2.797 Mbytes
Step Temp Press TotEng PotEng 
       0          0.9    6.3208417   -2.6712758   -4.0202616 
     100    1.2930029   0.46894314   -2.7052692   -4.6433164 
     200    1.1022361     0.780858   -2.8441368   -4.4962487 
     300    1.0487139   0.70085766   -2.9736399   -4.5455288 
     400   0.98848196   0.47733017   -3.0934079   -4.5750169 
     500   0.93956936   0.34153289   -3.1997324   -4.6080276 
     600    0.9108828   0.24903326   -3.2829952   -4.6482929 
     700   0.88740871   0.13259261   -3.3421805   -4.6722934 
     800   0.86688227  0.032784997   -3.3829963   -4.6823428 
     900   0.85915033 -0.045387395    -3.403371   -4.6911283 
    1000   0.84449229  0.056350381   -3.3936193    -4.659406 
    1100   0.89120338 -0.064260859   -3.3513772   -4.6871779 
    1200   0.90818171   0.13036065   -3.3016327   -4.6628817 
    1300   0.93345001  0.057424593   -3.2624313   -4.6615543 
    1400   0.94724161  0.067749783   -3.2410107   -4.6608056 
    1500   0.94712157  0.081151711   -3.2381007   -4.6577157 
    1600   0.93058123  0.092441695   -3.2597156   -4.6545387 
    1700   0.90047459   0.14013714   -3.2982445   -4.6479416 
    1800   0.88413683   0.12562198    -3.336166   -4.6613748 
    1900   0.88124877   0.10095152   -3.3577708   -4.6786508 
    2000   0.89801214   -0.1813672   -3.3621712   -4.7081774 
    2100   0.85931774    0.2098181   -3.3568815   -4.6448896 
    2200   0.90720074 -0.014382564   -3.3388911   -4.6986698 
    2300   0.88080283   0.19402613   -3.3165988   -4.6368104 
    2400   0.89668998   0.15273218    -3.290587   -4.6346114 
    2500   0.93020602   0.11071276   -3.2675637   -4.6618244 
    2600   0.91270692   0.32140982   -3.2580343   -4.6260661 
    2700   0.92830076   0.15778075   -3.2633674   -4.6547723 
    2800   0.89880952    0.1355528   -3.2847569   -4.6319582 
    2900   0.87297397   0.23295351   -3.3096022   -4.6180794 
    3000   0.88420588    0.1554318   -3.3274749   -4.6527873 
    3100   0.89347535 -0.010090482   -3.3373789    -4.676585 
    3200   0.88683508  0.050912253   -3.3404311   -4.6696842 
    3300   0.90436641  0.013525496   -3.3326538   -4.6881842 
    3400   0.89398152   0.13082223    -3.313299   -4.6532638 
    3500   0.93010914  0.059854748   -3.2883918   -4.6825073 
    3600   0.91839083   0.21590099   -3.2694847    -4.646036 
    3700    0.9192399   0.18064404   -3.2637961     -4.64162 
    3800   0.92003582  0.057342305    -3.274404   -4.6534209 
    3900   0.88533793   0.20009827   -3.3107173   -4.6377265 
    4000   0.87194986   0.06829228   -3.3516979     -4.65864 
    4100   0.87716185  0.042254753    -3.365233   -4.6799872 
    4200   0.88955571 -0.091882294   -3.3571127   -4.6904438 
    4300   0.89332685 -0.079778217   -3.3389476   -4.6779311 
    4400   0.88318907  0.063938934   -3.3191549   -4.6429432 
    4500   0.89997761   0.12142041   -3.3010623   -4.6500145 
    4600   0.92160067 0.0011600234   -3.2926233   -4.6739857 
    4700   0.91194962   0.07688145   -3.2931632   -4.6600599 
    4800   0.91456498   0.10456741   -3.2989725   -4.6697893 
    4900   0.90239091  0.035392981   -3.3089786    -4.661548 
    5000   0.88850534   0.07249344   -3.3251267   -4.6568834 
    5100   0.86214541   0.12835778   -3.3489518   -4.6411983 
    5200    0.8749652  -0.10404694   -3.3753738   -4.6868356 
    5300   0.86612924 -0.067807821   -3.3877982    -4.686016 
    5400   0.87325747 -0.035958979   -3.3725821   -4.6814842 
