run 200000
Neighbor list info ...
  update every 20 steps, delay 0 steps, check no
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 3.3
  ghost atom cutoff = 3.3
  binsize = 1.65, bins = 22 22 22
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d/newton
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 2.739 | 2.739 | 2.739 Mbytes
Step Temp Press TotEng PotEng 
       0          0.9  0.027629406    1.3335866 -0.015399151 
     100    0.9164077  0.027461818    1.3326117 -0.040967047 
     200   0.93918081  0.027715059    1.3168706  -0.09084221 
     300   0.95031275  0.028367787    1.2623633  -0.16203487 
     400   0.92899776  0.025394484    1.2146491  -0.17780061 
     500   0.91279288  0.024434614    1.1878511   -0.1803095 
     600   0.89778796  0.025803031    1.1636415  -0.18202866 
     700   0.88946842  0.025347215    1.1430354  -0.19016485 
     800   0.88064105  0.024862947    1.1303792  -0.18958992 
     900    0.8877832  0.025535101    1.1300309  -0.20064338 
    1000   0.89250626  0.025076475    1.1407763  -0.19697725 
    1100   0.92061605  0.024182433    1.1581125  -0.22177407 
    1200   0.92621941  0.025716561    1.1675887  -0.22069663 
    1300   0.92175613  0.025342908    1.1580018  -0.22359364 
    1400   0.90999309  0.025388868    1.1232518  -0.24071229 
    1500   0.87835649  0.024294639    1.0828589  -0.23368592 
    1600   0.87090461  0.024312456    1.0700918  -0.23528359 
    1700   0.86954244  0.025130656    1.0783932  -0.22494053 
    1800   0.89284108  0.023675721    1.0988562  -0.23939923 
    1900   0.91920063  0.024642547    1.1171415  -0.26062357 
    2000   0.92037056  0.026343129    1.1196013  -0.25991728 
    2100   0.90998121  0.022983834    1.1075451  -0.25640117 
    2200   0.90110124   0.02397724    1.0915536  -0.25908277 
    2300    0.8910419  0.025151253      1.08027  -0.25528868 
    2400   0.89203486  0.025368732    1.0771373  -0.25990967 
    2500   0.89212366  0.023263584    1.0796054  -0.25757466 
    2600   0.89592553  0.025261282    1.0836514  -0.25922717 
    2700   0.89964741  0.023263751     1.086915  -0.26154226 
    2800   0.90246882  0.023880751    1.0896774  -0.26300879 
    2900   0.89547984   0.02565648    1.0913144  -0.25089619 
    3000   0.89069759  0.026098353    1.0946905  -0.24035208 
    3100   0.90173469  0.024786587    1.1062823  -0.24530352 
    3200   0.92247286  0.024022753    1.1297541  -0.25291558 
    3300     0.942498  0.025015332    1.1521217  -0.26056314 
    3400   0.94948935  0.024566586    1.1490328  -0.27413115 
    3500   0.91513897  0.025043374    1.1048278  -0.26684936 
    3600   0.89318036  0.022118963    1.0647367  -0.27402725 
    3700   0.89186081  0.023819827    1.0514206  -0.28536556 
    3800   0.88188269  0.023425151    1.0502474  -0.27158275 
    3900   0.88987992  0.022294876    1.0611924  -0.27262464 
    4000   0.90595089  0.025196687    1.0822915   -0.2756139 
    4100   0.90990597  0.025412111    1.1031725  -0.26066103 
    4200   0.92329349  0.024516936    1.1174303  -0.26646945 
    4300   0.92392566  0.027076806    1.1172073  -0.26763991 
    4400   0.91088661  0.023704881    1.0830382  -0.28226516 
    4500   0.88152396  0.024664698    1.0295724  -0.29172011 
    4600   0.86885411  0.024077772      1.01126  -0.29104197 
    4700   0.87209941  0.022113921    1.0182941  -0.28887223 
    4800   0.88394224  0.024230611    1.0441517  -0.28076551 
    4900   0.90640952  0.023446448    1.0740942  -0.28449858 
    5000   0.91330782  0.025372271    1.0918819  -0.27705054 
    5100   0.91746903  0.024029853    1.0945139  -0.28065567 
    5200   0.90926768  0.026240112    1.0839367  -0.27894006 
    5300   0.88924838  0.022469557     1.065131   -0.2677394 
    5400   0.88707736  0.024114325    1.0472794  -0.28233692 
    5500   0.87801986   0.02102378    1.0315181  -0.28452217 
    5600   0.87001651  0.024650154    1.0178278  -0.28621651 
    5700   0.86429578  0.022982181    1.0149094  -0.28056026 
