run 200000
Neighbor list info ...
  update every 20 steps, delay 0 steps, check no
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 3.3
  ghost atom cutoff = 3.3
  binsize = 1.65, bins = 9 9 9
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d/newton
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 2.73 | 2.73 | 2.73 Mbytes
Step Temp Press TotEng PotEng 
       0            2   -1.2270958  -0.95335335   -3.9510994 
     100      1.64274   0.89716345  -0.85588297   -3.3181416 
     200    1.6596749   0.86755345  -0.72140922   -3.2090511 
     300    1.7071818    1.0888384  -0.55594349   -3.1147923 
     400    1.8328999    1.1506944  -0.38118478    -3.128469 
     500    1.9106878    1.1179112  -0.21314044   -3.0770189 
     600    1.9729801    1.3895821 -0.062094255   -3.0193409 
     700    2.0552325     1.529417  0.054886881   -3.0256457 
     800    2.0807253    1.5558524   0.11782249   -3.0009206 
     900    2.0591275    1.6202574   0.11681815   -2.9695525 
    1000    2.0323387    1.5665602  0.057345247   -2.9888725 
    1100     1.995485     1.471217 -0.031032456   -3.0220112 
    1200    1.9591104    1.2774144  -0.10681431    -3.043272 
    1300    1.9509814    1.1948803  -0.14602605   -3.0702995 
    1400     1.899579    1.4518546  -0.14250207   -2.9897297 
    1500    2.0074046    1.2147826 -0.087370763   -3.0962154 
    1600    1.9996932    1.5377366 -0.019587701   -3.0168739 
    1700    2.0571908    1.3309943  0.034091409   -3.0493764 
    1800    1.9821115    1.6781394  0.060604386   -2.9103291 
    1900    2.0477814     1.482041   0.06190115   -3.0074632 
    2000    2.0302898    1.4873639  0.029871606    -3.013275 
    2100    1.9908138    1.4418601 -0.026933517   -3.0109106 
    2200    1.9505633    1.4210095 -0.074492144   -2.9981389 
    2300     1.940709    1.4978102 -0.096987875   -3.0058643 
    2400    1.9706073    1.3729735 -0.091998478   -3.0456887 
    2500    1.9468397    1.4867332 -0.061910416   -2.9799759 
    2600    2.0133905    1.4734777 -0.0071787101   -3.0249955 
    2700    2.0222684     1.514552  0.048556759   -2.9825668 
    2800    2.0605557    1.4218051   0.07410495   -3.0144065 
    2900    2.0243234    1.6328716  0.060182927   -2.9740208 
    3000    1.9930483    1.5955906 0.0035075747   -2.9838187 
    3100    1.9798268     1.231425 -0.079515756   -3.0470247 
    3200    1.8905702    1.5436508  -0.13559165   -2.9693163 
    3300     1.922216    1.4069557  -0.13663776   -3.0177954 
    3400    1.9440397    1.4475621  -0.10647258   -3.0203413 
    3500    1.9762451    1.4018679 -0.072728775   -3.0348692 
    3600    2.0047866    1.4242441 -0.042681812   -3.0476024 
    3700    2.0296986    1.3201006 -0.017742122   -3.0600026 
    3800    2.0170294    1.4545893 0.0025998799   -3.0206711 
    3900    2.0120347    1.5608045 0.0076023651   -3.0081821 
    4000    1.9943261    1.5144864 -0.0058424151    -2.995084 
    4100    2.0050006    1.3340868 -0.035851538   -3.0410929 
    4200    1.9595762    1.4661697 -0.092787313   -3.0299433 
    4300    1.9317575    1.4007984  -0.15887543   -3.0543346 
    4400     1.956775    1.1054929  -0.17811054   -3.1110678 
    4500    1.9351679     1.333352  -0.13792587   -3.0384969 
    4600    2.0002061    1.4485125 -0.036069304   -3.0341243 
    4700    2.0557159    1.4558954  0.029467586   -3.0517895 
    4800    2.0729635    1.3726158  0.037877464   -3.0692316 
    4900    2.0454838    1.3945412  0.010340763   -3.0555798 
    5000    2.0161392    1.3498384  -0.02819961   -3.0501363 
    5100    1.9683077    1.3640153 -0.066655808   -3.0168991 
    5200    1.9792227     1.255767 -0.088546294   -3.0551499 
    5300    2.0153075    1.2746031 -0.089820662   -3.1105107 
    5400    1.9813403    1.4008566   -0.0614491   -3.0312267 
    5500     2.034384    1.3894628  0.021716021   -3.0275673 
    5600    2.0718396      1.44467   0.10350902   -3.0019155 
    5700    2.1116543    1.4285363   0.12184611   -3.0432555 
    5800    2.0863679    1.3224984   0.08309829   -3.0441023 
    5900    2.0079541    1.4303237  0.006802189   -3.0028661 
    6000      1.98573    1.4004479 -0.051106271   -3.0274635 
    6100    1.9646138    1.4219449 -0.067870764   -3.0125774 
    6200    1.9406416    1.5143908 -0.062489222   -2.9712646 
    6300    2.0079277    1.4203509 -0.045398142   -3.0550268 
    6400    1.9709102    1.5434455 -0.036215374   -2.9903595 
    6500    1.9961407    1.5207192 -0.020529156   -3.0124906 
    6600    2.0338765    1.3456469 -0.0006983585   -3.0492209 
    6700    2.0433318    1.4157349  0.033779563   -3.0289153 
    6800    2.0554303    1.4764947  0.083217596   -2.9976114 
    6900    2.0977077    1.5187896   0.11003185   -3.0341657 
    7000    2.0442367     1.628857  0.077682916   -2.9863684 
    7100    1.9998403     1.525556 -0.0045338854   -3.0020406 
    7200    2.0096878    1.2121968 -0.073171177    -3.085438 
    7300    1.9276693    1.4013435  -0.10487674   -2.9942082 
    7400    1.9639339    1.3816508 -0.097703912   -3.0413915 
    7500    2.0169763    1.2658697 -0.067355939   -3.0905473 
    7600    2.0390679    1.3634847 -0.017358389   -3.0736623 
    7700    2.0266217    1.5016343  0.030700977   -3.0069477 
    7800    2.0681659    1.5194809  0.060512887   -3.0394052 
    7900    2.0662861    1.4898652  0.057243832   -3.0398567 
    8000    1.9952396    1.4742777 -0.0050237097   -2.9956345 
    8100     1.951322    1.4493375 -0.098454884   -3.0232388 
    8200    1.9554705    1.2071903  -0.14651897    -3.077521 
    8300    1.9206489    1.3952259  -0.13684391   -3.0156528 
    8400    1.9968861    1.2958369 -0.079998618   -3.0730774 
    8500     2.026612     1.419489 -0.011747852   -3.0493819 
    8600    2.0279872    1.5022044  0.028761036   -3.0109343 
    8700    2.0344215    1.4366098  0.033634118   -3.0157053 
    8800    2.0117683    1.5119052  0.015617653   -2.9997676 
    8900    2.0146797    1.4006707 -0.026383351   -3.0461324 
    9000    2.0036784     1.297783 -0.088029725   -3.0912893 
    9100    1.9307357    1.3467137  -0.15061885   -3.0445465 
    9200    1.9160474    1.2458211  -0.20798343   -3.0798952 
    9300    1.9050878    1.1542649  -0.25710708   -3.1125917 
    9400    1.8577519    1.3368126  -0.26380517   -3.0483394 
    9500    1.9275703    1.2652657  -0.17650787    -3.065691 
    9600    1.9476879    1.5848277 -0.067371346   -2.9867083 
    9700    2.0295699    1.4552127 -0.0017994874   -3.0438671 
    9800    2.0492122    1.4626739  0.033183013   -3.0383258 
    9900    2.0125141    1.6142013  0.040327687   -2.9761754 
   10000    2.0205764      1.58134  0.017792417   -3.0107951 
   10100    1.9699922    1.5293943 -0.030864256   -2.9836324 
   10200    1.9519428    1.4809014 -0.084764963   -3.0104794 
   10300    1.9461345    1.4220205  -0.11378692   -3.0307954 
   10400    1.9070118    1.5407381  -0.10343695   -2.9618055 
   10500    2.0023445    1.4171631 -0.039200779    -3.040461 
   10600    2.0293727    1.5533726  0.049186163   -2.9925858 
   10700    2.0578921    1.5980883  0.095846395   -2.9886725 
   10800    2.0556701    1.5021552  0.081507352   -2.9996812 
   10900    2.0233924    1.5134502  0.044829425   -2.9879788 
   11000    2.0518145    1.3205553 0.0097698161   -3.0656396 
   11100    2.0211644    1.3796513  -0.02200462   -3.0514735 
   11200    1.9932669    1.4707757 -0.045590059    -3.033244 
   11300    1.9769824    1.4289527 -0.066917907   -3.0301635 
   11400    1.9951119    1.3377545 -0.079436049   -3.0698555 
   11500    1.9809373    1.3379186 -0.077818696   -3.0469923 
   11600    1.9726252    1.4252716  -0.05063275   -3.0073475 
   11700    2.0688291    1.4402709  0.032470774   -3.0684413 
   11800    2.0901413    1.4232562    0.1068182   -3.0260382 
   11900    2.1142165    1.3936809   0.12161469   -3.0473273 
