run 200000
Neighbor list info ...
  update every 20 steps, delay 0 steps, check no
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 3.3
  ghost atom cutoff = 3.3
  binsize = 1.65, bins = 9 9 9
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d/newton
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 2.799 | 2.799 | 2.799 Mbytes
Step Temp Press TotEng PotEng 
       0          1.1   -1.4185693   -2.5609813   -4.2097416 
     100   0.91614981   -0.1329934   -2.5011243   -3.8743165 
     200    0.9132831 -0.016137647   -2.4288765   -3.7977719 
     300   0.97053676 -0.078977509   -2.3390001   -3.7937115 
     400    1.0033013  0.096202942   -2.2474449   -3.7512661 
     500    1.0294459  0.024491649   -2.1589819   -3.7019906 
     600    1.0460005   0.18764556    -2.078089   -3.6459109 
     700    1.0972176   0.10379863   -2.0082324   -3.6528223 
     800    1.0946482   0.25653919   -1.9523506   -3.5930892 
     900    1.1294003  0.091943393    -1.913531   -3.6063586 
    1000    1.1156065   0.18657798   -1.8944709   -3.5666234 
    1100    1.1418008   0.17419969   -1.8939542   -3.6053686 
    1200    1.1146195   0.17974151   -1.9156735   -3.5863465 
    1300    1.0945411   0.11043515   -1.9524509   -3.5930291 
    1400    1.0957236 0.00039308486   -1.9890078   -3.6313583 
    1500    1.0796792 -0.014417511   -2.0119663   -3.6302683 
    1600    1.0753104  0.028694147    -2.011296   -3.6230498 
    1700    1.0836425  0.066064734   -1.9893791   -3.6136217 
    1800    1.1019145   0.14245154   -1.9524643   -3.6040942 
    1900    1.1400625  0.026653783   -1.9197769   -3.6285859 
    2000    1.1111607   0.17258216   -1.9054256   -3.5709143 
    2100    1.1244596  0.047782641   -1.9109989    -3.596421 
    2200     1.086357   0.18295023    -1.933929   -3.5622402 
    2300    1.1013687 -0.014990412   -1.9607649   -3.6115768 
    2400    1.0908301 0.0097266107   -1.9812055   -3.6162214 
    2500    1.0848054   0.03780779   -1.9873853   -3.6133708 
    2600    1.1045537 -0.036587016    -1.970431   -3.6260167 
    2700    1.1191886    0.1237641    -1.937381   -3.6149026 
    2800    1.1406456  0.088677702   -1.9101947   -3.6198776 
    2900    1.1243078  0.071943898   -1.9001761   -3.5853707 
    3000    1.0845622   0.20264662   -1.9037299   -3.5293508 
    3100    1.1001345  0.035832111   -1.9169949   -3.5659569 
    3200    1.0921838  0.050596327   -1.9453041   -3.5823489 
    3300    1.0793437 -0.081990033   -1.9777869   -3.5955861 
    3400    1.0536921 -0.010917184   -1.9891405   -3.5684912 
    3500    1.0852632   0.12773099   -1.9737661   -3.6004378 
    3600    1.0901779  0.063108727   -1.9376771   -3.5717153 
    3700    1.1262095  0.070616664   -1.8964876   -3.5845327 
    3800    1.1433924  0.063209472   -1.8767641    -3.590564 
    3900    1.1345179   0.10317921   -1.8813503   -3.5818486 
    4000    1.0993929   0.10836157    -1.900292   -3.5481424 
    4100    1.0941738  0.054903284   -1.9153454   -3.5553729 
    4200    1.0994829  0.081107212     -1.92367   -3.5716553 
    4300    1.0940576   0.11689488   -1.9272441   -3.5670975 
    4400    1.0998566    0.1046934   -1.9313141   -3.5798595 
    4500    1.0988267 -0.051959816    -1.933743   -3.5807448 
    4600    1.1026485   0.11813123   -1.9336693   -3.5863995 
    4700    1.0895708  0.098219134   -1.9349184   -3.5680467 
    4800    1.1009682  0.066768261   -1.9349002   -3.5851118 
    4900    1.1016576  0.072340653   -1.9390252   -3.5902701 
    5000    1.0906384   0.16202602   -1.9439391   -3.5786676 
    5100    1.1104909   0.11600872   -1.9494296   -3.6139145 
    5200    1.1075339  0.098150855   -1.9654431   -3.6254957 
    5300     1.081843  0.075460307   -1.9923188   -3.6138641 
    5400    1.0623035  0.080486692   -2.0155028   -3.6077609 
    5500    1.0565335   0.18397015   -2.0214851   -3.6050946 
    5600    1.0928954  0.049843884   -1.9998924   -3.6380038 
    5700    1.0683944   0.30327373   -1.9565843   -3.5579719 
    5800    1.1269046  0.093971707   -1.9182705   -3.6073574 
    5900    1.1227089   0.15565179   -1.9072036   -3.5900016 
    6000    1.1049417   0.13585262   -1.9170375   -3.5732048 
    6100    1.0957674  0.061285122   -1.9291102   -3.5715264 
    6200     1.132857 -0.037716099   -1.9442868   -3.6422957 
    6300    1.0910903 -0.021461719   -1.9682012   -3.6036071 
    6400    1.0773103   0.13688172   -1.9864207    -3.601172 
    6500    1.0695645  0.086859547   -1.9953127    -3.598454 
    6600    1.0719331 0.00020233613   -1.9871469   -3.5938386 
    6700     1.098338 -0.0078390145   -1.9475268   -3.5937959 
    6800    1.1266244  0.032850427   -1.8999724   -3.5886394 
    6900    1.1166829   0.20231177   -1.8681881   -3.5419541 
    7000    1.1391843   0.10342803   -1.8578288   -3.5653215 
    7100    1.1147308   0.12202993   -1.8732791   -3.5441191 
    7200    1.0985302     0.181945   -1.9078986   -3.5544559 
    7300     1.122083  -0.04349798   -1.9447143   -3.6265743 
    7400    1.0801874  0.028820043   -1.9713051   -3.5903689 
    7500    1.0838054 -0.015299121    -1.978026   -3.6025126 
    7600     1.082174   0.10598666   -1.9680429   -3.5900844 
    7700    1.0898519   0.17952907   -1.9519468   -3.5854965 
    7800    1.1146915  0.095989133   -1.9349142   -3.6056953 
    7900    1.1357599  0.041899503    -1.914725   -3.6170849 
    8000    1.1203001   0.20231858   -1.8925893   -3.5717769 
    8100    1.1389564   0.20735246   -1.8782896   -3.5854406 
    8200    1.1213064   0.17921555   -1.8901689   -3.5708649 
    8300    1.1162411  0.067161201   -1.9255371   -3.5986408 
    8400    1.0904207     0.146827    -1.967784   -3.6021862 
    8500    1.0871648  0.061737778   -1.9946093   -3.6241314 
    8600    1.0734323   0.16412311   -2.0042434   -3.6131821 
    8700    1.0776371  0.066073957   -1.9977798   -3.6130211 
    8800    1.0849239  0.077146683    -1.974151   -3.6003142 
    8900    1.0999996  0.089456775    -1.931145   -3.5799047 
    9000    1.1160852   0.10635693   -1.8905546   -3.5634246 
    9100    1.1312476   0.15301133    -1.880332   -3.5759285 
    9200    1.1344686   0.10120767   -1.8921217   -3.5925461 
    9300    1.1111475   0.16190304   -1.9142571   -3.5797262 
    9400    1.0946676   0.20995659    -1.938319   -3.5790868 
    9500    1.1042707   0.12432119   -1.9590901   -3.6142517 
    9600    1.0957767 -0.003492004   -1.9706943   -3.6131244 
    9700    1.0628868   0.09288926    -1.968201   -3.5613333 
    9800    1.1075974  0.032257162   -1.9461537   -3.6063016 
    9900    1.1313682  0.041760786   -1.9153548    -3.611132 
   10000    1.1529198   0.19920098   -1.8802916    -3.608372 
   10100    1.1666573   0.11974684   -1.8511728   -3.5998439 
   10200    1.1236915   0.30115251   -1.8372557   -3.5215265 
   10300    1.1473425   0.15765404   -1.8517968   -3.5715176 
   10400    1.1196788  0.090099159   -1.9101426   -3.5883989 
   10500    1.0912947   0.07107835   -1.9571428    -3.592855 
   10600    1.0654788   0.17230358   -1.9765075   -3.5735249 
   10700    1.1002205 -0.027951463   -1.9797803   -3.6288711 
   10800    1.0796395  0.055859707   -1.9729207   -3.5911633 
   10900    1.1153165  0.084336707   -1.9476281   -3.6193459 
   11000    1.1164432   0.18357944   -1.9150098   -3.5884163 
   11100    1.1313417  0.076177213   -1.8910343   -3.5867718 
   11200     1.099583   0.18043427   -1.8836046   -3.5317399 
   11300     1.133332  0.066832984   -1.8895273    -3.588248 
   11400    1.1069332   0.15547966   -1.9338753   -3.5930276 
   11500    1.0553053  0.051615553   -1.9956798   -3.5774484 
   11600    1.0630775   0.04518837   -2.0147591   -3.6081773 
   11700    1.0729693   0.13241677   -2.0037827   -3.6120275 
   11800    1.0851792   0.13412225   -1.9764338   -3.6029797 
