run 200000
Neighbor list info ...
  update every 20 steps, delay 0 steps, check no
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 3.3
  ghost atom cutoff = 3.3
  binsize = 1.65, bins = 8 8 8
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d/newton
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 2.797 | 2.797 | 2.797 Mbytes
Step Temp Press TotEng PotEng 
       0          0.9    3.5947174   -2.9771203   -4.3261061 
     100    1.0774372  0.057057631   -2.9467718   -4.5617134 
     200   0.96979188  0.026326045   -2.9978972   -4.4514921 
     300   0.92092616   0.11564528   -3.0444192   -4.4247706 
     400   0.92046943 -0.011249247   -3.0829178   -4.4625846 
     500   0.90583505  -0.17607029   -3.1188593    -4.476591 
     600   0.86994594  -0.08342496   -3.1457296   -4.4496681 
     700   0.88401356  -0.13092229   -3.1578299   -4.4828539 
     800   0.87645082 -0.00043240344    -3.157195   -4.4708835 
     900    0.8879314  -0.14215773   -3.1440183   -4.4749148 
    1000   0.89815467 -0.074288471   -3.1209319   -4.4671517 
    1100   0.90843917 -0.063214935   -3.0971067   -4.4587417 
    1200   0.91676966  0.053593703   -3.0859736    -4.460095 
    1300   0.90957769 -0.062952783   -3.0897688   -4.4531103 
    1400   0.90798237   -0.1672017   -3.1026982   -4.4636485 
    1500   0.91204276  -0.24071796    -3.126924   -4.4939603 
    1600   0.87091721 -0.045768919   -3.1615671   -4.4669614 
    1700   0.87392456  -0.15637248   -3.1844863   -4.4943882 
    1800   0.88838792   -0.1903295   -3.1845819   -4.5161626 
    1900   0.88497336  -0.19044424   -3.1589147   -4.4853774 
    2000   0.89505448   -0.0601454   -3.1123346   -4.4539076 
    2100   0.92289603 -0.021756345   -3.0836586   -4.4669626 
    2200   0.90416466    0.1492368   -3.0813503   -4.4365783 
    2300   0.91091621 -0.050951185   -3.0911767   -4.4565244 
    2400   0.93429834  -0.21366659   -3.1071513   -4.5075459 
    2500   0.90684114  -0.11066257   -3.1256484   -4.4848882 
    2600   0.88996996 -0.069709942    -3.146345    -4.480297 
    2700   0.87430961 -0.085891591   -3.1627894   -4.4732685 
    2800   0.87084761 -0.035368731   -3.1674071   -4.4726971 
    2900   0.88593035  -0.18206968    -3.152504   -4.4804011 
    3000   0.89971994 -0.088802245    -3.102671    -4.451237 
    3100   0.91511293 0.0095290378   -3.0632539    -4.434892 
    3200   0.95004327  -0.13038208   -3.0566624   -4.4806566 
    3300   0.93332107 -0.040963872   -3.0762812    -4.475211 
    3400   0.89573317  0.086247365   -3.1069057    -4.449496 
    3500   0.90459013  -0.10034556   -3.1307129   -4.4865786 
    3600   0.89426009  -0.17051011    -3.143632   -4.4840143 
    3700   0.88734372 -0.047125563   -3.1496392   -4.4796548 
    3800   0.90262996    -0.153751   -3.1450357   -4.4979634 
    3900   0.88942515 -0.0064649327   -3.1352901   -4.4684255 
    4000   0.90317976 -0.054738417   -3.1101784   -4.4639302 
    4100   0.91656747  0.068388574   -3.0639387    -4.437757 
    4200    0.9554737  0.052894865   -3.0286445   -4.4607783 
    4300   0.93728982 0.0021435017   -3.0312315   -4.4361099 
    4400   0.93751845  -0.07549352   -3.0567173   -4.4619384 
    4500   0.90222641 -0.054167255   -3.0808247   -4.4331476 
    4600   0.89774194 0.0023844672   -3.0998448   -4.4454459 
    4700   0.90257966 -0.049782017   -3.1176616   -4.4705139 
    4800    0.8941952 -0.039456274   -3.1350308   -4.4753159 
    4900   0.89017043 -0.049639987    -3.149056   -4.4833085 
    5000   0.87491935  0.042152598   -3.1583419   -4.4697349 
    5100   0.89871027  -0.12947462   -3.1570604    -4.504113 
    5200    0.8770355 0.0066654247   -3.1432548   -4.4578196 
    5300    0.9036728  0.017570449   -3.1017594   -4.4562502 
