run 200000
Neighbor list info ...
  update every 20 steps, delay 0 steps, check no
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 3.3
  ghost atom cutoff = 3.3
  binsize = 1.65, bins = 22 22 22
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d/newton
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 2.739 | 2.739 | 2.739 Mbytes
Step Temp Press TotEng PotEng 
       0          1.1  0.029892994    1.6333566 -0.015403715 
     100    1.1167421  0.031469973    1.6319704 -0.041884181 
     200    1.1307033  0.030956182    1.6153745 -0.079406254 
     300    1.1340001  0.029701885    1.5605311   -0.1391911 
     400    1.0947102  0.028519987    1.5052131   -0.1356185 
     500     1.091742  0.029683885    1.4879043  -0.14847837 
     600    1.0901285  0.028246944    1.4833175   -0.1506467 
     700    1.0978232   0.02872762    1.4857407  -0.15975686 
     800    1.1049626  0.029154213    1.4906367  -0.16556198 
     900    1.1044526  0.029973859    1.4907364  -0.16469787 
    1000    1.1020016  0.029259597    1.4821982  -0.16956231 
    1100    1.0904005  0.028566822    1.4649345  -0.16943743 
    1200    1.0809434  0.027315403    1.4449891   -0.1752078 
    1300    1.0747426  0.026861384    1.4304841  -0.18041858 
    1400    1.0756347  0.026699272    1.4308699     -0.18137 
    1500    1.0895837  0.029420851    1.4563215  -0.17682603 
    1600    1.1266428  0.029943349    1.4978047  -0.19088982 
    1700     1.145217  0.027808406    1.5205931  -0.19594169 
    1800    1.1353655  0.028769121    1.5119183  -0.18985038 
    1900    1.1096047   0.02779076    1.4719212  -0.19123537 
    2000    1.0853847  0.029276891    1.4282337   -0.1986202 
    2100    1.0844724  0.026898932    1.4109837  -0.21450268 
    2200    1.0782413  0.027781934    1.4119005  -0.20424631 
    2300    1.0871719  0.028063985    1.4228545  -0.20667814 
    2400      1.09533  0.028317151    1.4394285  -0.20233212 
    2500    1.1044397  0.027426844    1.4578764  -0.19753841 
    2600     1.114895  0.027755455    1.4756731    -0.195413 
    2700    1.1327225  0.027823104    1.4852004  -0.21260676 
    2800    1.1162276  0.028532358    1.4704544   -0.2026291 
    2900    1.0781315  0.025922478    1.4161161   -0.1998661 
    3000    1.0568806  0.026463661     1.373971  -0.21015884 
    3100    1.0667353  0.025449497    1.3703431  -0.22855771 
    3200    1.0794887   0.02768203    1.3919631  -0.22605348 
    3300    1.0958347  0.027341871    1.4249036  -0.21761346 
    3400    1.1202707  0.026916883    1.4516433  -0.22750025 
    3500    1.1086236  0.028340512    1.4601997  -0.20148631 
    3600     1.104276  0.028793674    1.4592369  -0.19593258 
    3700     1.107922  0.027620783    1.4537248  -0.20690962 
    3800    1.1001791  0.027336149    1.4463895  -0.20263922 
    3900    1.1087102  0.028329222    1.4394352  -0.22238065 
    4000    1.1006418  0.029140108     1.430737  -0.21898531 
    4100    1.0910717  0.028498944     1.424015  -0.21136299 
    4200    1.0887496  0.025988322    1.4238925  -0.20800494 
    4300    1.0980143  0.027991759    1.4290988  -0.21668526 
    4400     1.100705  0.026244537    1.4337143  -0.21610274 
    4500    1.1042392  0.027643439    1.4384446  -0.21666969 
    4600    1.1083779  0.026944375    1.4406221  -0.22069558 
    4700    1.1137739  0.027160488    1.4375501  -0.23185544 
    4800    1.1042135  0.027816953     1.418262  -0.23681382 
    4900    1.0695836  0.027400909     1.367105  -0.23606506 
    5000    1.0353769  0.025408452    1.3291496  -0.22274891 
    5100    1.0471512  0.025453357    1.3364385  -0.23310822 
    5200    1.0803021  0.027292402    1.3769185  -0.24231719 
    5300    1.0978539  0.029561988    1.4124547  -0.23308893 
    5400    1.1097994  0.027348799    1.4272115  -0.23623684 
    5500    1.1095501  0.029120142    1.4304939   -0.2325808 
    5600    1.0994915  0.027796553    1.4264665  -0.22153168 
    5700    1.0912171  0.026505866    1.4217064  -0.21388945 
    5800    1.0897688   0.02598714    1.4237075  -0.20971754 
    5900    1.1035559   0.02769562    1.4407785   -0.2133117 
    6000    1.1240039   0.02788026    1.4759069  -0.20883227 
    6100    1.1446119  0.030185536    1.5082652  -0.20736267 
    6200    1.1435422  0.028229616    1.5104023  -0.20362218 
    6300    1.1216332  0.028285439    1.4728584  -0.20832744 
    6400     1.101191  0.027175716    1.4187886  -0.23175685 
    6500    1.0790065  0.027315715    1.3930352  -0.22425855 
    6600    1.0865694   0.02763672    1.3902516  -0.23837796 
    6700    1.0901394  0.027799745     1.396974  -0.23700652 
    6800    1.0922831  0.026628601    1.4114483  -0.22574527 
    6900    1.1089944  0.026209857    1.4335613  -0.22868057 
    7000    1.1174667  0.027731246    1.4571907  -0.21775003 
    7100    1.1336383  0.029437559    1.4763859  -0.22279408 
    7200    1.1421179   0.02826981    1.4781352  -0.23375452 
    7300     1.102058  0.028352339    1.4370537  -0.21479137 
    7400    1.0745447  0.026457077    1.3835063   -0.2270997 
    7500     1.060937  0.025248697    1.3645068  -0.22570303 
    7600    1.0754657  0.027422605    1.3758616   -0.2361249 
    7700    1.0930487  0.025898589    1.4063794  -0.23196185 
    7800    1.1072634  0.027857833    1.4410042  -0.21864306 
    7900    1.1267536  0.028393894    1.4615477  -0.22731286 
    8000    1.1230396  0.026644267    1.4613821  -0.22191166 
    8100    1.1121114  0.027730417     1.446561  -0.22035268 
    8200    1.0941751  0.026746834    1.4277452  -0.21228435 
    8300    1.0887439   0.02807092    1.4146874  -0.21720156 
    8400    1.0935575   0.02694779    1.4086673  -0.23043663 
    8500    1.0882944  0.026908009    1.4080482  -0.22316693 
    8600    1.0971447  0.025799836    1.4258333  -0.21864739 
    8700    1.1339478  0.029947948    1.4866719  -0.21297181 
    8800     1.148403  0.031623441     1.521323  -0.19998728 
    8900    1.1466199   0.02936319    1.5121606  -0.20647694 
    9000    1.1208495   0.02824684    1.4693695  -0.21064148 
    9100    1.0902116  0.028895253    1.4252571  -0.20883168 
    9200    1.0688386   0.02681479    1.4023732  -0.19968012 
    9300    1.0742245  0.027585391    1.4032352  -0.20689089 
    9400    1.0922512  0.027483522    1.4239103  -0.21323566 
    9500    1.1033301  0.027702622    1.4547039  -0.19904773 
    9600    1.1235641  0.028680272    1.4826066  -0.20147324 
    9700    1.1332892  0.031258567    1.4928129  -0.20584366 
    9800    1.1213016  0.029058652    1.4753991  -0.20528961 
    9900     1.088346  0.026931129    1.4216815    -0.209611 
   10000    1.0565267  0.025361986    1.3706865  -0.21291285 
   10100     1.056579  0.027403103    1.3664667  -0.21721097 
   10200    1.0734267  0.026768234    1.3840639   -0.2248664 
   10300    1.0906877  0.027392543    1.4096136  -0.22518883 
   10400       1.1031  0.027853447    1.4342247  -0.21918216 
