run 200000
Neighbor list info ...
  update every 20 steps, delay 0 steps, check no
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 3.3
  ghost atom cutoff = 3.3
    5500    1.0704853  0.084539117   -2.1036464   -3.7081679 
    5600    1.0680551  0.025962793   -2.1171622   -3.7180412 
    5700    1.0659919   0.12543971   -2.1056584   -3.7034449 
    5800    1.0926605   0.15710562   -2.0592995   -3.6970589 
    5900    1.1213083   0.13718064   -2.0159191   -3.6966179 
    6000    1.1237731  0.054242561   -1.9950697   -3.6794629 
    6100    1.1279127    0.1540175   -1.9893153   -3.6799132 
    6200    1.0951813    0.1320009   -2.0005703    -3.642108 
    6300    1.1055615     0.104641   -2.0212576   -3.6783539 
    6400    1.1221265   0.08042682   -2.0489555   -3.7308807 
    6500    1.0803815   0.15979739   -2.0911711   -3.7105258 
    6600    1.0618309  0.073898887   -2.1323394   -3.7238891 
    6700    1.0432584   0.13098568   -2.1419277   -3.7056396 
    6800    1.0630233  0.014266281   -2.1227743   -3.7161112 
    6900    1.0746872   0.12901946   -2.0897587   -3.7005784 
    7000    1.0813743   0.14021668   -2.0676964   -3.6885393 
    7100    1.0807365   0.32379049   -2.0555675   -3.6754543 
    7200    1.1018383   0.18532688   -2.0493053    -3.700821 
    7300    1.0953149    0.1183781   -2.0420176   -3.6837555 
    7400    1.1154506  0.081388861    -2.028366   -3.7002848 
    7500    1.0751805   0.28220649   -2.0158601   -3.6274192 
    7600    1.1219853   0.18592984   -1.9995921   -3.6813056 
    7700    1.1300467   0.14840566   -1.9973391   -3.6911356 
    7800    1.1044681   0.15380169   -2.0251132   -3.6805706 
    7900    1.0775359   0.14886399   -2.0735923   -3.6886817 
    8000    1.0824224 0.00023867521   -2.1056148   -3.7280284 
    8100    1.0516262   0.10208174   -2.1089949    -3.685249 
    8200    1.0872282 -0.023789032   -2.0876099   -3.7172269 
    8300    1.1092293 0.0065223559   -2.0551842   -3.7177782 
    8400    1.0833437   0.22370154   -2.0319663    -3.655761 
    8500    1.1294848  0.033443684   -2.0210253   -3.7139797 
    8600    1.1015847   0.17365913   -2.0212236   -3.6723592 
    8700    1.0992205   0.18388057   -2.0270453   -3.6746373 
    8800    1.0910634   0.17822759   -2.0384681   -3.6738335 
    8900    1.1045704   0.14305992   -2.0529441   -3.7085549 
    9000    1.1158576  0.011281038   -2.0720468   -3.7445756 
    9100    1.0743103   0.10879597   -2.1013589   -3.7116137 
    9200    1.0677212 -0.035977945   -2.1397696   -3.7401481 
    9300    1.0362882 0.0097974627   -2.1706207   -3.7238851 
    9400    1.0502795  0.021352781   -2.1687782   -3.7430137 
    9500     1.067959   0.10455186   -2.1184169   -3.7191519 
    9600    1.1151582   0.17234349    -2.061822   -3.7333025 
    9700    1.1303752   0.11547086   -2.0379516   -3.7322404 
    9800     1.147503  -0.02909116   -2.0320029   -3.7519642 
    9900     1.089946   0.29581137   -2.0420766   -3.6757672 
   10000    1.0884834   0.28307944   -2.0585407   -3.6900391 
   10100    1.1049956  0.079174452   -2.0744639    -3.730712 
   10200    1.0706891  0.069959145   -2.0893201   -3.6941471 
   10300     1.082785 0.0096879222    -2.091453   -3.7144101 
   10400    1.0976241   0.13553115   -2.0740336   -3.7192328 
   10500    1.1179893   0.12232865   -2.0385906   -3.7143146 
   10600    1.1237981  0.067219306   -2.0012557   -3.6856864 
   10700    1.1156831   0.21474428   -1.9826901   -3.6549574 
   10800    1.1349846   0.19054632   -1.9881467   -3.6893445 
   10900    1.1277414   0.15175948   -2.0248155   -3.7151566 
   11000    1.1063321  0.082411579   -2.0778734   -3.7361247 
   11100     1.080867  0.053911332   -2.1008749   -3.7209573 
   11200    1.0670691    0.1902573   -2.1008941   -3.7002951 
   11300    1.0694368   0.22776626   -2.0908032   -3.6937533 
   11400    1.0830178      0.14178   -2.0731425   -3.6964487 
   11500    1.1010035  0.096647615   -2.0549135   -3.7051781 
   11600    1.0964666   0.25253483   -2.0332899   -3.6767542 
   11700    1.1254954   0.15508444   -2.0084681   -3.6954428 
   11800    1.1319514    0.2212687   -1.9898817   -3.6865332 
   11900    1.1309118  0.089650801   -1.9839652   -3.6790584 
   12000    1.1099427   0.19869773   -2.0017818   -3.6654449 
   12100    1.0957295   0.13155685   -2.0435764   -3.6859359 
   12200    1.0718553  0.071889324   -2.0801696   -3.6867445 
   12300    1.0706301 -0.040281011   -2.0945687   -3.6993072 
   12400    1.0605905  0.054372206   -2.0855737   -3.6752642 
   12500    1.0982082  0.024354009   -2.0499452   -3.6960199 
   12600    1.1115685   0.26258484    -2.009529   -3.6756291 
   12700    1.1333513   0.25317776     -1.99482   -3.6935696 
   12800    1.1218676   0.20584098   -2.0058552   -3.6873924 
   12900    1.1185449  0.026617669   -2.0289785   -3.7055353 
   13000    1.0901094   0.10423541   -2.0514487   -3.6853843 
   13100    1.0950809   0.02125376   -2.0620679   -3.7034551 
   13200    1.0687331    0.1804317   -2.0636367    -3.665532 
   13300     1.085305   0.13831887   -2.0581799   -3.6849143 
   13400    1.1047924   0.14806262   -2.0537615    -3.709705 
   13500    1.0953634    0.1177398   -2.0507608   -3.6925714 
   13600     1.101723   0.10276272   -2.0495036   -3.7008465 
   13700    1.0895391  0.043441748   -2.0503519   -3.6834327 
   13800    1.0981258   0.18729208   -2.0489166   -3.6948677 
   13900     1.105049   0.09476948   -2.0447652   -3.7010933 
   14000    1.1081116   0.14715845   -2.0437851   -3.7047038 
   14100     1.086072   0.11045247   -2.0536148   -3.6814988 
   14200    1.0779506   0.10820076    -2.068759   -3.6844701 
   14300    1.0745067   0.11540389   -2.0759799    -3.686529 
   14400    1.0672792    0.2609902   -2.0720729   -3.6717889 
   14500    1.1043134   0.17679305   -2.0565731   -3.7117987 
   14600    1.1166053   0.07935999   -2.0384658   -3.7121153 
   14700    1.1188859  0.074069872   -2.0204024   -3.6974703 
   14800    1.0966317   0.24361417   -2.0075928   -3.6513044 
   14900    1.1302163   0.27148723    -2.009407   -3.7034578 
   15000     1.104071   0.14470778   -2.0327928   -3.6876551 
   15100    1.0971262    0.0338344   -2.0691273   -3.7135801 
   15200    1.0552031  0.086765263   -2.1015554   -3.6831709 
   15300    1.0633356   0.10774131   -2.1124932   -3.7062982 
   15400    1.0639215   0.15989404   -2.1014097    -3.696093 
   15500    1.1111039   0.09768303   -2.0625614    -3.727965 
   15600    1.1563051  0.095683645   -1.9998036   -3.7329581 
   15700    1.1542086   0.24090028   -1.9781459    -3.708158 
   15800     1.129295   0.30477348   -1.9929351   -3.6856049 
   15900    1.1318301   0.18911717    -2.020916   -3.7173856 
   16000    1.1368673  0.061359037   -2.0491369   -3.7531566 
   16100    1.0885752  0.090808576   -2.0719715   -3.7036075 
   16200    1.0875921   0.12805233   -2.0806479   -3.7108103 
   16300    1.0814463    0.1458251   -2.0769754    -3.697926 
   16400    1.1090826 0.0089835684   -2.0557024   -3.7180765 
   16500    1.1129131   0.16866593   -2.0235795   -3.6916949 
   16600    1.1229748   0.27724815   -1.9900183   -3.6732149 
   16700    1.1134575   0.45282579   -1.9742617   -3.6431931 
   16800    1.1279988   0.24088859    -1.996759   -3.6874859 
   16900    1.0924379   0.25116237   -2.0616302   -3.6990559 
   17000     1.090393  0.033795236   -2.1061262   -3.7404869 
   17100    1.0746747  0.020505577   -2.1233454   -3.7341464 
   17200    1.0639286  0.049238599   -2.1167261   -3.7114199 
   17300    1.0715079   0.15381679   -2.0884922   -3.6945464 
   17400    1.1174134   0.12130503   -2.0522665   -3.7271273 
   17500    1.1186959   0.16567913   -2.0266359   -3.7034191 
   17600    1.1141276   0.17637832   -2.0192654   -3.6892012 
   17700    1.1251181  0.097706759   -2.0309026   -3.7173118 
   17800    1.0996109  0.097395675   -2.0587488   -3.7069259 
   17900    1.0609599   0.18253599   -2.0926268   -3.6828709 
   18000    1.0681876 -0.053630263   -2.1174135   -3.7184911 
   18100    1.0470571   0.10197364   -2.1201225   -3.6895281 
   18200    1.0863919   0.07501648   -2.0708369   -3.6992004 
   18300    1.1186356   0.14242483   -2.0051801   -3.6818729 
   18400    1.1476039  0.098504097   -1.9804169   -3.7005293 
   18500    1.1392665   0.23050238   -1.9849927   -3.6926086 
   18600    1.1219169   0.24367502   -2.0208732   -3.7024842 
   18700    1.1079588  0.029765499   -2.0633791   -3.7240687 
   18800    1.0798588  0.077086569   -2.0934692   -3.7120404 
   18900    1.0639229  0.091657417   -2.1055178   -3.7002031 
   19000     1.068701   0.13872092   -2.0991088   -3.7009559 
   19100    1.1018027   0.13239097   -2.0717024   -3.7231647 
   19200    1.1305359   0.23264042   -2.0371278   -3.7316576 
   19300    1.1139237   0.30961751    -2.017512   -3.6871422 
   19400    1.1164217   0.22761695   -2.0219992   -3.6953736 
   19500    1.0747941   0.32977757   -2.0570884   -3.6680682 
   19600    1.0499918  0.088603619   -2.1197686   -3.6935731 
   19700    1.0525561 -0.070702351   -2.1521515   -3.7297994 
   19800    1.0418295  0.060671165   -2.1420332   -3.7036033 
   19900    1.0523177  0.014989621    -2.110255   -3.6875456 
   20000     1.081185    0.1023835   -2.0771282   -3.6976871 
   20100    1.1130779   0.12724035   -2.0522313   -3.7205937 
   20200    1.1288217 0.0019867548   -2.0353386   -3.7272991 
   20300    1.1047764   0.13762747   -2.0268353   -3.6827549 
   20400    1.1315947   0.15042697   -2.0229028   -3.7190196 
   20500    1.1372963 0.0027817367   -2.0370566   -3.7417194 
   20600    1.0801227   0.04784912   -2.0753632   -3.6943299 
   20700     1.064925  0.044748057   -2.1111809   -3.7073682 
   20800    1.0418639  0.080725441   -2.1258496   -3.6874713 
   20900    1.0409142     0.193168   -2.1119862   -3.6721844 
   21000     1.111102   0.13300505   -2.0527692     -3.71817 
   21100     1.126394   0.22817866    -2.004334   -3.6926556 
   21200    1.1235621   0.15060823   -2.0004261   -3.6845029 
   21300    1.1220333  0.088056822   -2.0123164   -3.6941018 
   21400    1.1011696   0.12829442   -2.0315352   -3.6820486 
   21500    1.0798762   0.21766447   -2.0519069   -3.6705042 
   21600    1.0908617  0.069721634   -2.0728482   -3.7079115 
   21700      1.06232   0.20865554   -2.0911701   -3.6834529 
   21800    1.0733717  0.086421122   -2.0967914   -3.7056393 
   21900    1.0724149   0.14538017   -2.0761925   -3.6836063 
   22000    1.1075406   0.24131573    -2.018685   -3.6787477 
   22100    1.1331629    0.2382714   -1.9783412   -3.6768085 
   22200      1.12954   0.17663908   -1.9755392   -3.6685762 
   22300    1.0986212   0.24240974   -1.9974405   -3.6441341 
   22400     1.101093   0.17171524   -2.0297562   -3.6801548 
   22500    1.1155263 -0.085362183   -2.0588127    -3.730845 
   22600    1.0916884  0.045424001   -2.0746664   -3.7109687 
   22700    1.0927122   0.05541259   -2.0750775   -3.7129144 
   22800     1.087088   0.19438709   -2.0681193   -3.6975261 
   22900    1.0793365   0.21803623   -2.0589642   -3.6767527 
   23000    1.1057266  0.085042786   -2.0492433   -3.7065871 
   23100    1.1084803   0.16342895   -2.0442911   -3.7057624 
   23200     1.114788  0.098250666   -2.0461722   -3.7170979 
   23300    1.0998343   0.15959305   -2.0510584   -3.6995704 
   23400    1.0894319   0.13882749   -2.0544175   -3.6873375 
   23500     1.105683  0.065230645   -2.0518156   -3.7090941 
   23600    1.1340796 -0.022568168    -2.046971   -3.7468124 
   23700    1.0870415   0.24572137   -2.0485198    -3.677857 
   23800    1.0755702   0.20965505   -2.0562658   -3.6684089 
   23900     1.079643  0.052545341   -2.0731179   -3.6913657 
   24000    1.0524254  0.072364705   -2.0822961   -3.6597482 
   24100    1.0873062 -0.00046093474   -2.0682188   -3.6979528 
   24200    1.0956413   0.16795314   -2.0371928   -3.6794201 
   24300    1.0962722   0.26647269   -1.9998854   -3.6430582 
   24400    1.1073938   0.29747844   -1.9825457   -3.6423884 
   24500    1.1030651   0.36988305   -1.9905643   -3.6439189 
   24600    1.1001981   0.23102177   -2.0207661   -3.6698233 
   24700     1.101217  0.093681555   -2.0643141   -3.7148985 
   24800    1.0818645   0.11088096   -2.0925465    -3.714124 
   24900    1.0624378   0.14061846   -2.0958765   -3.6883359 
   25000    1.0897845  0.054510515   -2.0857834    -3.719232 
   25100     1.098951   0.17185643   -2.0714312   -3.7186191 
   25200    1.1142579  0.082726246   -2.0574406   -3.7275718 
   25300    1.1051805   0.20092018   -2.0520528   -3.7085781 
   25400    1.0973719   0.15127635   -2.0538843   -3.6987055 
   25500    1.1202038   0.11588357   -2.0690872   -3.7481305 
   25600    1.0776387   0.12507461   -2.1096439   -3.7248875 
   25700    1.0463385  0.081820373   -2.1579747   -3.7263031 
   25800    1.0461602 -0.037003868   -2.1788226   -3.7468839 
   25900    1.0538001  0.068810182   -2.1532056   -3.7327181 
   26000    1.0985564   0.23312631    -2.073387   -3.7199836 
   26100     1.093417   0.36488281   -2.0415372   -3.6804305 
   26200    1.1046254   0.21877083   -2.0350329   -3.6907261 
   26300    1.1261051    0.1447374   -2.0376143   -3.7255028 
   26400    1.0937153  0.089873867   -2.0502329   -3.6895733 
   26500    1.1133277 0.0026704292   -2.0634308   -3.7321678 
   26600     1.104877  0.022705476   -2.0744759   -3.7305463 
   26700     1.092457  0.089339571   -2.0768599   -3.7143143 
   26800    1.1023427 -0.052854112   -2.0665889   -3.7188607 
   26900    1.0982288   0.25666059   -2.0358417   -3.6819473 
   27000    1.1141464   0.29271433   -1.9923235   -3.6622876 
   27100    1.1398002   0.29588048   -1.9682818   -3.6766976 
   27200    1.1243637   0.25206999   -1.9795243   -3.6648026 
   27300    1.1138339  0.071428078    -2.015605   -3.6851006 
   27400    1.1070952  0.050103391   -2.0509245   -3.7103196 
   27500     1.093725  0.050932488   -2.0636565   -3.7030114 
   27600    1.0922222   0.15387983   -2.0623477     -3.69945 
   27700    1.1152937  0.025881285   -2.0604201   -3.7321037 
   27800    1.0737284   0.21190939   -2.0558403   -3.6652228 
   27900    1.1012203  0.092485472   -2.0425048   -3.6930943 
   28000     1.110476   0.10971955   -2.0227962   -3.6872587 
   28100    1.1109911   0.21117595   -2.0028204    -3.668055 
   28200    1.1384079   0.16020337   -1.9828565   -3.6891854 
   28300    1.1250971    0.2991614   -1.9769091   -3.6632868 
   28400    1.1329471   0.17029795   -2.0022055   -3.7003493 
   28500    1.0986501   0.13949315   -2.0562474   -3.7029844 
   28600      1.07527  0.061940301   -2.0916032   -3.7032963 
   28700    1.0709247 -0.0048279313   -2.0994387   -3.7046189 
   28800    1.0731886  0.047892061   -2.0867332   -3.6953066 
   28900    1.0725557   0.21108948   -2.0580266   -3.6656514 
   29000    1.1139445   0.13641533   -2.0281238   -3.6977851 
   29100    1.1079962   0.30662544   -2.0088145   -3.6695602 
   29200    1.1190448   0.12153553   -2.0066001   -3.6839062 
   29300    1.1132651   0.10531437   -2.0246727   -3.6933157 
   29400    1.0785177   0.12865894   -2.0876363   -3.7041975 
   29500    1.0659944   -0.0218275   -2.1401849   -3.7379751 
   29600    1.0593204  0.030942534   -2.1394829   -3.7272697 
   29700    1.0712849  0.082228016   -2.1113898   -3.7171098 
   29800    1.0850373  0.088846487   -2.0712259    -3.697559 
   29900    1.0996734   0.13889931   -2.0364305   -3.6847013 
   30000    1.1085037   0.24369082   -2.0175937      -3.6791 
   30100    1.1322687    0.1243711   -2.0174731   -3.7146002 
   30200    1.1080899  0.087261459    -2.032861   -3.6937471 
   30300     1.083814  0.063432722   -2.0574785   -3.6819781 
   30400    1.1174726 -0.025230008    -2.080522   -3.7554715 
   30500    1.0756028  0.099430676   -2.1072383   -3.7194303 
   30600    1.0698657 -0.056001183   -2.1374689   -3.7410617 
   30700    1.0558019  0.013229768   -2.1608975   -3.7434105 
   30800    1.0563135  0.012269003   -2.1547272    -3.738007 
   30900    1.0849356   0.15205032   -2.1056087   -3.7317894 
   31000    1.1090747   0.17204045   -2.0547961   -3.7171582 
   31100    1.1006758    0.1937832   -2.0349434   -3.6847167 
   31200    1.1216614  0.016525127   -2.0255536   -3.7067816 
   31300    1.1011373   0.15174338   -2.0248673   -3.6753323 
   31400    1.1391525 0.0029299012   -2.0319101   -3.7393551 
   31500    1.0838484   0.26506743   -2.0579454   -3.6824965 
   31600     1.069083   0.10028034   -2.0973533   -3.6997729 
   31700    1.0665064 -0.0019245163   -2.1242615   -3.7228191 
   31800    1.0616751  0.054948201   -2.1250366   -3.7163528 
   31900    1.0745069   0.15801309    -2.090032   -3.7005813 
   32000    1.1145092   0.16443837   -2.0212035   -3.6917113 
   32100    1.1276346   0.19024035   -1.9911919    -3.681373 
   32200    1.1108324   0.22048701   -1.9922135   -3.6572101 
   32300    1.0901593   0.25414668    -2.008341   -3.6423514 
   32400    1.0863651   0.25861195   -2.0348051   -3.6631285 
   32500    1.0855282  0.023863355   -2.0597632   -3.6868321 
   32600    1.0910847  0.054330577   -2.0729657   -3.7083631 
   32700    1.0920851     0.073794   -2.0699885   -3.7068854 
   32800    1.1122378  0.092555476   -2.0496459   -3.7167491 
   32900    1.1305767   0.12371588   -2.0038082   -3.6983991 
   33000    1.1320185   0.21074928   -1.9599255   -3.6566775 
   33100    1.1369856   0.12222483   -1.9513729   -3.6555699 
   33200    1.1392886    0.1607576   -1.9761727   -3.6838216 
   33300    1.1228257  0.011525407   -2.0254358    -3.708409 
   33400    1.1016319  0.087085592   -2.0588314   -3.7100378 
   33500    1.1194346 -0.019901722    -2.066337   -3.7442274 
   33600    1.0976283    0.1451505   -2.0669467   -3.7121522 
   33700    1.0957838    0.1071431   -2.0618862    -3.704327 
   33800    1.0947131   0.08004458   -2.0465695   -3.6874055 
   33900    1.1088445   0.12269562   -2.0174467   -3.6794639 
   34000    1.1125804   0.17325188   -1.9829439   -3.6505608 
   34100    1.1409455   0.19111231   -1.9630091   -3.6731416 
   34200    1.1518229   0.11281216   -1.9702151   -3.6966513 
   34300    1.1232015   0.15087404   -2.0175401   -3.7010766 
   34400    1.0834009  0.034655579   -2.0734418   -3.6973222 
   34500    1.0560295   0.16381696   -2.0815021   -3.6643563 
   34600    1.0834015   0.17079063   -2.0694522   -3.6933334 
   34700    1.0980661  0.048448898   -2.0563324   -3.7021941 
   34800     1.096737   0.14127409   -2.0404502   -3.6843197 
   34900    1.0944054   0.27379751   -2.0195388   -3.6599135 
   35000    1.1479926   0.08413785   -2.0038253   -3.7245204 
   35100    1.1276691  0.071908907   -2.0044414   -3.6946741 
   35200    1.1151217  0.068657361   -2.0342406   -3.7056665 
   35300    1.1010851 -0.091738742   -2.0880993    -3.738486 
   35400    1.0809918 -0.021617054   -2.1220871   -3.7423566 
   35500    1.0935791 -0.095802368   -2.1278796   -3.7670158 
   35600    1.0877376 -0.012139532   -2.1144351   -3.7448156 
   35700    1.0626382   0.17091547    -2.086236   -3.6789958 
   35800    1.0970844   0.16828903   -2.0575712   -3.7019615 
   35900    1.0926643   0.22024655   -2.0403871   -3.6781522 
   36000    1.0995373   0.11855879   -2.0329132     -3.68098 
   36100    1.1023879   0.14146213   -2.0276385    -3.679978 
   36200    1.1080999  0.078072529   -2.0262574   -3.6871585 
   36300    1.1165678  0.020178017   -2.0335791   -3.7071725 
   36400    1.1034676  0.066801186   -2.0493092    -3.703267 
   36500    1.0771584  0.088816325   -2.0700799   -3.6846036 
   36600    1.0833198 -0.046654196   -2.0961346   -3.7198934 
   36700    1.0580978  0.009181794    -2.115965   -3.7019193 
   36800    1.0531151   0.10508319   -2.1130667   -3.6915526 
   36900    1.0628957  0.092771897   -2.0740532    -3.667199 
   37000    1.1038853   0.21076586   -2.0227498   -3.6773338 
   37100    1.1278843   0.11859198   -1.9964366   -3.6869919 
   37200    1.1159832   0.24042274   -1.9910487   -3.6637659 
   37300    1.1219747  0.095598969     -2.00183   -3.6835276 
   37400    1.1077842   0.18196217   -2.0259049   -3.6863327 
   37500    1.0650586    0.1717948   -2.0658146   -3.6622022 
   37600    1.0675912  0.084794958   -2.0912549   -3.6914385 
   37700    1.0699593   0.18484621   -2.0935014   -3.6972345 
   37800    1.0754071   0.14581548   -2.0798425   -3.6917412 
   37900    1.1114414 -0.082870506   -2.0605325   -3.7264419 
   38000    1.1203918  0.044736318   -2.0453812   -3.7247062 
   38100    1.1186758   0.17395185   -2.0394421    -3.716195 
   38200    1.1193235   0.12092129   -2.0437715   -3.7214954 
   38300    1.1029997   0.17358386   -2.0535115    -3.706768 
   38400     1.089782   0.12976395   -2.0633336   -3.6967785 
   38500    1.0719208   0.20878213   -2.0700605   -3.6767337 
   38600    1.0985187  0.091332709    -2.064105    -3.710645 
   38700    1.0896111   0.16457222   -2.0433517   -3.6765404 
   38800    1.1114156   0.18187179   -2.0054022   -3.6712731 
   38900    1.1310757   0.18103763   -1.9679018   -3.6632406 
   39000    1.1274002   0.35283722   -1.9567641   -3.6465938 
   39100    1.1509224   0.15336687   -1.9767174   -3.7018039 
   39200    1.0979948   0.30062904   -2.0321069   -3.6778617 
   39300    1.0744305    0.1133528   -2.0732621   -3.6836971 
   39400    1.0885813  0.019625769   -2.0783764   -3.7100215 
   39500    1.0663677   0.25120939   -2.0708269   -3.6691766 
   39600    1.0917408   0.21404363   -2.0563244   -3.6927052 
   39700    1.0941198   0.21363057   -2.0410475   -3.6809941 
   39800    1.1192296   0.09432443   -2.0238594   -3.7014424 
   39900    1.1475429  0.066796276    -2.010485   -3.7305061 
   40000    1.1258912     0.047394   -2.0092064   -3.6967744 
   40100    1.1197276  0.097646451   -2.0320623   -3.7103917 
   40200    1.0600217   0.21163564   -2.0789808   -3.6678188 
   40300    1.0678592   0.01520761   -2.1083605   -3.7089459 
   40400    1.0556041   0.12611087    -2.109583   -3.6917994 
   40500     1.090871  0.029292004   -2.0887456   -3.7238227 
   40600    1.0977732   0.16322599    -2.049367   -3.6947896 
   40700    1.0975281   0.24453681   -2.0097087   -3.6547639 
   40800     1.120909   0.25417053   -1.9974458   -3.6775461 
   40900    1.1193797   0.30068463   -2.0026333   -3.6804413 
   41000     1.105436   0.20129097   -2.0214185   -3.6783268 
   41100    1.1154941 -0.0087625054   -2.0447797   -3.7167637 
   41200    1.0968695  0.022284762     -2.06451   -3.7085781 
   41300    1.0727149    0.1166548    -2.073418   -3.6812814 
   41400    1.0851042    0.1541648   -2.0652385   -3.6916719 
   41500    1.0836316   0.20644869   -2.0351645   -3.6593908 
   41600    1.1323821   0.12954627   -1.9792063   -3.6765034 
   41700    1.1627407   0.15623415   -1.9437842   -3.6865849 
   41800     1.163858   0.15624284   -1.9501995   -3.6946748 
   41900    1.1476224   0.19141146   -1.9835214   -3.7036616 
   42000    1.1118217   0.22747936   -2.0144046   -3.6808842 
   42100    1.1013811   0.16062667   -2.0348639   -3.6856943 
   42200    1.1003841  0.045765808   -2.0505095   -3.6998456 
   42300    1.0906215  0.071052781   -2.0621934   -3.6968965 
   42400    1.0897213   0.10972086   -2.0651562     -3.69851 
   42500     1.117743  0.036983236   -2.0585128   -3.7338675 
   42600    1.0947356   0.12401246   -2.0466979   -3.6875675 
   42700    1.1147798   0.07761592    -2.021661   -3.6925743 
   42800    1.1159277   0.16575579   -1.9911648   -3.6637988 
   42900    1.1281043   0.15776996   -1.9665905   -3.6574756 
   43000    1.1296321   0.23154647   -1.9567903   -3.6499653 
   43100    1.1394655   0.20278847   -1.9754819    -3.683396 
   43200    1.1342614  0.048604219   -2.0315443   -3.7316581 
   43300    1.1094354 -0.003054562   -2.0780911   -3.7409938 
   43400    1.0713006  0.079189697   -2.0933335   -3.6990771 
   43500    1.0872005 -0.0012775902   -2.0926408   -3.7222164 
   43600    1.0949081  0.067287965   -2.0757719   -3.7169001 
   43700    1.0836365   0.22085603   -2.0496403   -3.6738738 
   43800     1.124845   0.14446138   -2.0267101     -3.71271 
   43900    1.0940744   0.21534098   -2.0140081   -3.6538867 
   44000    1.1123444   0.15373074   -2.0041115   -3.6713745 
   44100    1.1364778   0.12300931   -2.0008045   -3.7042404 
   44200    1.1012253   0.23383142   -2.0179291    -3.668526 
