run 200000
Neighbor list info ...
  update every 20 steps, delay 0 steps, check no
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 3.3
  ghost atom cutoff = 3.3
  binsize = 1.65, bins = 22 22 22
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d/newton
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 2.739 | 2.739 | 2.739 Mbytes
Step Temp Press TotEng PotEng 
       0          1.1  0.032638829    1.6333607 -0.015399658 
     100    1.1155012  0.034151991    1.6321545 -0.039840215 
     200    1.1340868  0.033364496    1.6174782 -0.082373819 
     300    1.1407892  0.034680857    1.5608448  -0.14905335 
     400    1.1134085  0.030349217    1.4991136  -0.16974436 
     500    1.0990564   0.02956273    1.4758931  -0.17145284 
     600    1.0980473  0.029561754    1.4618476  -0.18398588 
     700     1.096814   0.02916193    1.4504146  -0.19357022 
     800    1.0906993   0.02889946    1.4429626  -0.19185721 
     900    1.0891506  0.031214691      1.44325  -0.18924851 
    1000    1.0934431  0.032627785    1.4518904  -0.18704198 
    1100    1.1080885  0.031764847    1.4661763  -0.19470765 
    1200    1.1235287  0.031735071    1.4790144  -0.20501253 
    1300    1.1372818  0.030491244    1.4765637  -0.22807738 
    1400    1.1119457   0.03072997    1.4407815  -0.22588403 
    1500    1.0822463  0.028582169    1.3915052  -0.23064464 
    1600    1.0714583  0.027657886    1.3679265  -0.23805345 
    1700     1.066719   0.03014318    1.3715241  -0.22735229 
    1800    1.0835563  0.029908146     1.396036  -0.22807732 
    1900    1.1094934  0.031024625     1.426856   -0.2361338 
    2000    1.1111241  0.029905319    1.4438786  -0.22155536 
    2100    1.1179957  0.030898797    1.4467279  -0.22900566 
    2200    1.1147099  0.031493955    1.4382763  -0.23253222 
    2300    1.1093472  0.031518385     1.424168  -0.23860259 
    2400    1.0910734  0.027893985    1.4124297  -0.22295072 
    2500    1.0884596  0.030424613    1.4101767  -0.22128609 
    2600    1.1020431  0.028383849    1.4141179   -0.2377047 
    2700    1.1012214  0.031421867    1.4179355  -0.23265558 
    2800    1.1067873  0.029487757        1.418  -0.24093355 
    2900    1.1019273  0.030909729    1.4125208  -0.23912831 
    3000    1.0869738  0.029921005    1.3969618  -0.23227388 
    3100    1.0721854  0.028276838    1.3633931  -0.24367666 
    3200    1.0497672  0.028443653    1.3326371  -0.24083065 
    3300    1.0488816  0.028183256    1.3348583    -0.237282 
    3400    1.0755182  0.027527903    1.3764458  -0.23561947 
    3500    1.1162089  0.031439059      1.42341  -0.24964533 
    3600    1.1262786  0.030749328     1.441117  -0.24703154 
    3700    1.1295547  0.032645914    1.4348982  -0.25816083 
    3800    1.1097001  0.030050579    1.4082575  -0.25504208 
    3900    1.0854875  0.029597951    1.3764211   -0.2505868 
    4000    1.0661112   0.02827084    1.3591577  -0.23880763 
    4100    1.0786622  0.030421918    1.3649771  -0.25180059 
    4200    1.0910791   0.02896264    1.3882397  -0.24714944 
    4300    1.1185354  0.031737856    1.4229926  -0.25354993 
    4400    1.1436118  0.031196083    1.4505433  -0.26358564 
    4500    1.1379462  0.030582155    1.4557258  -0.24991112 
    4600    1.1018215  0.030580119    1.4117714  -0.23971901 
    4700    1.0672176  0.029101107    1.3513958  -0.24822777 
    4800    1.0488989  0.028801258    1.3330881  -0.23907812 
    4900    1.0677805  0.027746665    1.3494517  -0.25101576 
    5000    1.0960007  0.029069397    1.3884266  -0.25433925 
    5100    1.1071906  0.029417285    1.4248173  -0.23472074 
