run 200000
Neighbor list info ...
  update every 20 steps, delay 0 steps, check no
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 3.3
  ghost atom cutoff = 3.3
  binsize = 1.65, bins = 16 16 16
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d/newton
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 2.755 | 2.755 | 2.755 Mbytes
Step Temp Press TotEng PotEng 
       0          1.5   0.11350792    2.1726247 -0.075684814 
     100    1.6116032   0.13308646    2.1643982  -0.25119035 
     200    1.6753322   0.13199604    2.0648991  -0.44621112 
     300    1.6247399    0.1286999    1.9622256  -0.47305331 
     400    1.5789445   0.12072224    1.8703427  -0.49629465 
     500    1.5314638   0.11429712    1.7760753  -0.51939444 
     600    1.4782149   0.11187938    1.7037139  -0.51194245 
     700    1.4564113   0.11146606    1.6616246  -0.52135105 
     800    1.4585477   0.10907425    1.6513998  -0.53477792 
     900    1.4884126   0.10087138    1.6704835  -0.56045794 
    1000    1.5092463   0.11176189    1.7072655  -0.55490305 
    1100    1.5284926   0.11664357    1.7368532   -0.5541631 
    1200    1.5256158    0.1112361     1.747512  -0.53919233 
    1300    1.5354475    0.1071033    1.7362797  -0.56516121 
    1400    1.5115175   0.10726333    1.6986875   -0.5668853 
    1500    1.4942896   0.10893697    1.6505852  -0.58916524 
    1600    1.4738189   0.10417571    1.6147605  -0.59430694 
    1700    1.4518837  0.096939605    1.6067754  -0.56941395 
    1800    1.4671238   0.11350776    1.6339955  -0.56503688 
    1900    1.5106491  0.098420818       1.6899  -0.57437114 
    2000    1.5393961   0.12643151    1.7371686  -0.57019078 
    2100    1.5530177    0.1008125    1.7430138  -0.58476246 
    2200    1.5195225   0.11030789    1.7239394    -0.553632 
    2300    1.5163333   0.10856429    1.7042586   -0.5685324 
    2400    1.5077363   0.10755685    1.6861933  -0.57371193 
    2500     1.487934   0.11034583    1.6707428  -0.55948132 
    2600    1.5032353   0.10474373    1.6635653  -0.58959359 
    2700    1.4902232   0.11136498    1.6609448  -0.57271059 
    2800    1.5012402   0.11271295    1.6586296   -0.5915388 
    2900    1.5000059   0.10968291    1.6393499   -0.6089685 
    3000    1.4550399   0.11006878    1.5953413  -0.58557865 
    3100    1.4389443   0.10357974    1.5627983  -0.59399662 
    3200    1.4511738   0.10762083     1.565029  -0.61009627 
    3300    1.4712233   0.10698352    1.6075749  -0.59760202 
    3400    1.5019803   0.10449692    1.6703681  -0.58090961 
    3500    1.5326972   0.09934306    1.7120572  -0.58526131 
    3600    1.5431578   0.11314444    1.7230814  -0.58991617 
    3700    1.5253283   0.10650468    1.7070108  -0.57926264 
    3800    1.5114731   0.10625175    1.6760922  -0.58941402 
    3900    1.4930836   0.10367733    1.6445721   -0.5933706 
    4000    1.4719614   0.10049497    1.6260204   -0.5802628 
    4100    1.4838796   0.10520633    1.6272226  -0.59692448 
    4200     1.480316   0.11553263    1.6546761  -0.56412974 
    4300    1.5516521   0.11548031    1.7495543  -0.57617513 
    4400    1.5795177   0.12231576    1.8086568  -0.55883977 
    4500    1.5720059   0.11612526    1.7914239  -0.56481332 
    4600    1.5241122   0.11947345    1.7308128  -0.55363786 
    4700    1.5050494   0.11603511    1.6769748  -0.57890319 
    4800    1.5034954  0.097545777     1.644533  -0.60901568 
    4900    1.4763241  0.098786984    1.6285083  -0.58431406 
    5000    1.4796887   0.10491453    1.6308671  -0.58699846 
    5100    1.5028839   0.11463899    1.6492487   -0.6033834 
    5200    1.5134963    0.1049141    1.6774526  -0.59108626 
    5300    1.5318386   0.11257483    1.7161936  -0.57983795 
    5400    1.5813608   0.11833132    1.7505814  -0.61967766 
    5500    1.5587463   0.11753246    1.7345722  -0.60179052 
    5600    1.4993846   0.12270392    1.6506206   -0.5967665 
    5700    1.4627912   0.10392605    1.5904738  -0.60206454 
    5800    1.4452183   0.11340339    1.5808045  -0.58539417 
    5900    1.4483198   0.10031737     1.604676  -0.56617145 
    6000     1.495801   0.10125671    1.6565812  -0.58543462 
    6100    1.5138292   0.11402744    1.7005948  -0.56844292 
    6200    1.5342272   0.10702228    1.7183726  -0.58123924 
    6300    1.5250022   0.10929439    1.7119482  -0.57383648 
    6400    1.5113905   0.10957713    1.6870701  -0.57831234 
    6500    1.4954152   0.11156053    1.6515087   -0.5899288 
    6600    1.4639674   0.10156363    1.6156014  -0.57869992 
    6700     1.445899   0.10530391    1.5932806  -0.57393846 
    6800    1.4585585  0.098073022    1.5986098  -0.58758426 
    6900    1.4937758   0.11317669    1.6609563  -0.57802393 
    7000    1.5405193   0.11139554    1.7277521  -0.58129065 
    7100    1.5505827   0.12391496    1.7504424  -0.57368421 
    7200     1.542385   0.11519034     1.727868  -0.58397125 
    7300    1.5170716    0.1102421    1.6723914  -0.60150635 
    7400    1.4857371   0.10553982    1.6196343  -0.60729699 
    7500      1.45075   0.10114662    1.5982151    -0.576275 
    7600    1.4629097   0.11324551    1.6100547  -0.58266118 
    7700    1.4722709   0.11264303    1.6446285  -0.56211869 
    7800    1.5122611   0.12361032    1.6854001   -0.5812873 
    7900    1.5204536   0.11439602     1.705486  -0.57348093 
    8000    1.5272544   0.11413257     1.704403  -0.58475738 
    8100    1.5215626   0.10281888    1.6863046  -0.59432457 
    8200    1.5142794   0.10399138    1.6662552  -0.60345736 
    8300    1.4841244   0.11817648    1.6545851  -0.56992897 
    8400    1.4870699   0.10585453    1.6523654  -0.57656349 
    8500    1.4872095   0.10182037    1.6574622  -0.57167603 
    8600    1.4881481   0.09519211    1.6735441  -0.55700093 
    8700     1.510995   0.10856324    1.7023996  -0.56239008 
    8800     1.528671   0.11056885    1.7306497  -0.56063397 
    8900    1.5326396   0.10534315    1.7449024  -0.55232969 
    9000    1.5328358   0.11327848    1.7377772  -0.55974906 
    9100    1.5127649   0.10406275      1.68155  -0.58589248 
    9200    1.4491189     0.104495    1.6075083  -0.56453696 
    9300    1.4421373   0.10789546    1.5842902  -0.57729056 
    9400    1.4644678   0.10916785    1.6001547  -0.59489663 
    9500    1.4932598  0.098133008    1.6382551  -0.59995171 
    9600     1.507417   0.10862504     1.678692  -0.58073467 
    9700    1.5367256   0.10681883    1.7027042  -0.60065239 
    9800    1.5315478   0.10899016    1.7015776  -0.59401809 
    9900    1.5136884   0.10809288    1.6821396  -0.58668707 
   10000     1.510812   0.11145489    1.6620431  -0.60247217 
   10100    1.5079314   0.10596644    1.6472297  -0.61296796 
   10200    1.4986394   0.10245844    1.6383394  -0.60793083 
   10300    1.4954333   0.10125972    1.6361213  -0.60534329 
   10400    1.5054628   0.10558761    1.6384066  -0.61809099 
   10500    1.4953762   0.10205323    1.6422323  -0.59914681 
   10600    1.5015853   0.10893511    1.6491969  -0.60148876 
   10700    1.5074016   0.11109352    1.6588226  -0.60058094 
   10800    1.5086525    0.1028353    1.6737505  -0.58752805 
   10900    1.5080546   0.11133075    1.6999204  -0.56046193 
   11000    1.5378155   0.11699265    1.7289956  -0.57599462 
   11100    1.5525551   0.10374805    1.7384155  -0.58866753 
   11200    1.5168927   0.11836339    1.7144688  -0.55916076 
   11300    1.4809536   0.10922955    1.6659068  -0.55385459 
   11400    1.4626909   0.10666924    1.6266059  -0.56578206 
   11500    1.4834527   0.10140849    1.6144252  -0.60908201 
   11600    1.4786312  0.094195096    1.6240244  -0.59225608 
   11700    1.4998968   0.10488471    1.6626069  -0.58554807 
   11800    1.5432583   0.11667413    1.7333181   -0.5798301 
   11900    1.5760455   0.11535631    1.7791749  -0.58311713 
   12000    1.5621287    0.1057697    1.7690532  -0.57237936 
   12100    1.5347283   0.10856283    1.7201976   -0.5801652 
   12200     1.515078   0.10969861    1.6756079  -0.59530168 
   12300    1.4889283    0.1125772    1.6565988  -0.57511564 
   12400    1.4839053   0.11206018    1.6513976  -0.57278803 
