run 200000
Neighbor list info ...
  update every 20 steps, delay 0 steps, check no
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 3.3
  ghost atom cutoff = 3.3
  binsize = 1.65, bins = 8 8 8
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d/newton
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 2.797 | 2.797 | 2.797 Mbytes
Step Temp Press TotEng PotEng 
       0            1    0.8648624   -3.0082522   -4.5071253 
     100   0.92459336  -0.11755833   -2.9538192   -4.3396672 
     200   0.92298262  -0.43921541   -2.9035418   -4.2869756 
     300   0.90496166  -0.12559002   -2.8434135   -4.1998361 
     400    0.9301682 -0.067643163   -2.7764779    -4.170682 
     500   0.94191568   0.18238761   -2.7142001   -4.1260121 
     600   0.98735945   0.02509271   -2.6565406   -4.1364671 
     700    1.0053111   0.12202997   -2.6095987   -4.1164323 
     800     1.038151    0.1525534   -2.5775476   -4.1336041 
     900    1.0304271    0.2958451   -2.5720018   -4.1164812 
    1000    1.0135641   0.11996739   -2.5920615   -4.1112655 
    1100    1.0125695  -0.02980595   -2.6261441   -4.1438572 
    1200   0.99168387  0.040676339   -2.6605632   -4.1469714 
    1300   0.97088015  0.091906544   -2.6774869    -4.132713 
    1400   0.98892869 -0.058236696   -2.6757579   -4.1580364 
    1500    1.0119069 -0.023563506   -2.6562978   -4.1730178 
    1600   0.99925122   0.11291361   -2.6317402   -4.1294909 
    1700    1.0066584  0.035970265   -2.6091553   -4.1180084 
    1800    1.0134952  0.029229401     -2.59078   -4.1098806 
    1900    1.0398612  0.015703292   -2.5790689   -4.1376888 
    2000    1.0100377   0.22045563   -2.5815687   -4.0954869 
    2100    1.0208839  0.030775419   -2.6080189   -4.1381943 
    2200   0.98378506 -0.0036777043   -2.6568379   -4.1314068 
    2300   0.96130952  0.040856033   -2.6872493   -4.1281302 
    2400   0.95222987   0.14732776   -2.6868039   -4.1140755 
    2500   0.97554638   0.13880127   -2.6699834   -4.1322036 
    2600    1.0065552  -0.11408546   -2.6484445   -4.1571429 
    2700    1.0002176  0.052973905    -2.630749   -4.1299482 
    2800   0.97053728   0.33468706   -2.6175959    -4.072308 
    2900     1.018083  0.085682536   -2.6091083   -4.1350855 
    3000    1.0274218    0.0431331   -2.6126098   -4.1525847 
    3100     1.022541  -0.12149368   -2.6254179   -4.1580771 
    3200    1.0030251  0.081671556   -2.6385096   -4.1419168 
    3300   0.99455498  0.038668984   -2.6479866   -4.1386983 
    3400   0.96850315   0.15925159   -2.6496912   -4.1013545 
    3500   0.99196895 -0.033842391   -2.6437582   -4.1305937 
    3600    1.0065347 -0.039716594   -2.6318396   -4.1405073 
    3700   0.99089037  0.093368205   -2.6205998   -4.1058187 
    3800    1.0152784  0.059136709   -2.6076812   -4.1294545 
    3900   0.99984461   0.08578205   -2.5952014   -4.0938415 
    4000     1.032345 -0.016757038   -2.5770717   -4.1244259 
    4100    1.0381354  0.080573825   -2.5460387   -4.1020719 
    4200    1.0569739   0.29376796   -2.5126794   -4.0969491 
    4300    1.0575096   0.22515717   -2.5151083   -4.1001809 
    4400    1.0136127    0.1958155   -2.5642917   -4.0835684 
    4500     1.006255   0.17355469   -2.6094453   -4.1176937 
    4600    1.0166703 -0.041645481   -2.6310666   -4.1549263 
    4700   0.98717939 -0.010127221    -2.645511   -4.1251675 
    4800   0.97904728  0.013578181   -2.6548322   -4.1222998 
    4900   0.97787991 -0.0083993848   -2.6582844   -4.1240022 
    5000   0.98730859 -0.055411106   -2.6486548    -4.128505 
    5100    1.0090158   0.12352964   -2.6231989   -4.1355856 
    5200    1.0217753   0.12549456   -2.5927222   -4.1242337 
    5300    1.0219037   0.17554703   -2.5749472   -4.1066511 
    5400    1.0063022  0.045206195   -2.5776538    -4.085973 
