run 200000
Neighbor list info ...
  update every 20 steps, delay 0 steps, check no
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 3.3
  ghost atom cutoff = 3.3
  binsize = 1.65, bins = 22 22 22
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d/newton
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 2.739 | 2.739 | 2.739 Mbytes
Step Temp Press TotEng PotEng 
       0            1  0.027089219    1.4834693 -0.015403715 
     100    1.0128376  0.028798195    1.4823357 -0.035779149 
     200    1.0281935  0.028891952    1.4677814 -0.073350197 
     300    1.0392587  0.026698874    1.4156513  -0.14206557 
     400    1.0057414  0.025975317    1.3623808  -0.14509785 
     500   0.99683968  0.025582908    1.3433257  -0.15081046 
     600    0.9978429   0.02620473    1.3341513  -0.16148852 
     700   0.99151074  0.025084189    1.3287087  -0.15744004 
     800   0.99858369  0.025577266    1.3282727  -0.16847741 
     900    1.0032598  0.026201299    1.3305197  -0.17323935 
    1000    1.0036383  0.025440422     1.330311  -0.17401536 
    1100      1.01081  0.025556919    1.3235689  -0.19150691 
    1200    1.0032649  0.024431416    1.3037179  -0.20004881 
    1300   0.98151498  0.024026583    1.2741702  -0.19699612 
    1400    0.9690646  0.024335868    1.2527278    -0.199777 
    1500   0.97108938  0.023909262    1.2507266  -0.20481305 
    1600   0.99223097  0.023824936    1.2765034  -0.21072485 
    1700     1.027152  0.026068254    1.3232466  -0.21632381 
    1800    1.0288386  0.026362933    1.3493628  -0.19273556 
    1900    1.0321377  0.027536062    1.3466881  -0.20035525 
    2000    1.0177406  0.028587736    1.3239662  -0.20149775 
    2100    1.0021571   0.02591828    1.2993685  -0.20273774 
    2200     1.003502  0.026598826    1.2846167  -0.21950537 
    2300   0.99720073  0.025474658    1.2743561  -0.22032121 
    2400   0.99167494  0.024394288    1.2678005  -0.21859435 
    2500    0.9832681   0.02403706    1.2690123  -0.20478174 
    2600   0.99064831  0.023263822    1.2842328  -0.20062324 
    2700    1.0166039  0.025164348    1.3191915  -0.20456864 
    2800    1.0454428   0.02609759    1.3558144  -0.21117157 
    2900    1.0549186  0.025535577    1.3619263  -0.21926272 
    3000     1.029542  0.024875006    1.3229028  -0.22024998 
    3100   0.98133971  0.023633234    1.2679944  -0.20290919 
    3200   0.98243661  0.023623461    1.2566662  -0.21588158 
    3300   0.98441671  0.025837536    1.2624984  -0.21301722 
    3400   0.99192314  0.024089888    1.2773177  -0.20944916 
    3500     1.011207  0.025340059    1.2977102  -0.21796066 
    3600     1.029203  0.024768485    1.3120728  -0.23057185 
