run 200000
Neighbor list info ...
  update every 20 steps, delay 0 steps, check no
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 3.3
  ghost atom cutoff = 3.3
  binsize = 1.65, bins = 9 9 9
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d/newton
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 2.799 | 2.799 | 2.799 Mbytes
Step Temp Press TotEng PotEng 
       0            2   -1.0138902   -1.1526876   -4.1504337 
     100     1.585346    1.1054871   -1.0499142   -3.4261465 
     200    1.6416867   0.95588305  -0.91239313    -3.373073 
     300    1.7102179    1.0465279  -0.74209363   -3.3054932 
     400    1.7826788    1.2546749  -0.56248823   -3.2344975 
     500    1.8820233    1.2549733  -0.38654206    -3.207456 
     600    1.9551828    1.5674884  -0.22514294   -3.1557136 
     700    2.0704476    1.5438263  -0.09032303   -3.1936611 
     800    2.1003959     1.706649 -0.013797819   -3.1620246 
     900    2.0989826    1.7135509  0.005344967   -3.1407635 
    1000    2.0646683    1.7155908 -0.036762388    -3.131438 
    1100    2.0183796    1.5917445  -0.12084114   -3.1461359 
    1200     1.966522    1.5324371  -0.21029264   -3.1578594 
    1300    1.9266264    1.4717325  -0.27001272   -3.1577811 
    1400    1.9387302     1.450061  -0.28183679   -3.1877472 
    1500    1.9848949    1.4272465  -0.23927802   -3.2143835 
    1600    2.0041569    1.5991524   -0.1706924   -3.1746692 
    1700    2.0356436    1.6075182  -0.10769391   -3.1588652 
    1800    2.0727836     1.663372 -0.067835322   -3.1746748 
    1900    2.0711913    1.5721513 -0.069220629   -3.1736734 
    2000     2.009094    1.6190373  -0.10635757   -3.1177345 
    2100    1.9705357     1.742376  -0.15793769   -3.1115205 
    2200    1.9917158    1.3981962  -0.19676052   -3.1820896 
    2300    1.9751993    1.4584751  -0.22020001    -3.180773 
    2400    1.9605813    1.5636445  -0.22959338   -3.1682558 
    2500    1.9672348    1.5165077  -0.22161857   -3.1702538 
    2600    1.9613977    1.6292601  -0.19022502   -3.1301111 
    2700      2.03401     1.521529  -0.13829796   -3.1870207 
    2800    2.0313738    1.6491561 -0.091988761   -3.1367601 
    2900    2.0517939    1.7187432 -0.066641044   -3.1420195 
    3000    2.0368773    1.6365672 -0.080032555    -3.133053 
    3100    1.9818209    1.7864352   -0.1444076   -3.1149056 
    3200     1.935084    1.5747662   -0.2250313   -3.1254765 
    3300    1.9418482    1.5444743  -0.26524861   -3.1758325 
    3400    1.9507392    1.5403241  -0.26066793   -3.1845783 
    3500    1.9513802    1.6257956  -0.22305235   -3.1479235 
    3600    1.9774774    1.6917945   -0.1806246   -3.1446121 
    3700    2.0108946    1.5379906  -0.15249471   -3.1665705 
    3800    2.0196358    1.6307815  -0.13414826   -3.1613259 
    3900    2.0172577    1.5353899  -0.12699382   -3.1506069 
    4000    2.0289354    1.5820878  -0.12512805   -3.1662447 
    4100    1.9660261    1.8382952  -0.13026468   -3.0770881 
    4200    1.9971659      1.60501  -0.15052329   -3.1440214 
    4300    1.9610358    1.5792205  -0.19463953   -3.1339833 
    4400    1.9567265    1.4796991   -0.2506792   -3.1835638 
    4500    1.9145136    1.6452893    -0.289133   -3.1587458 
    4600    1.9333749    1.4506126  -0.27869865   -3.1765822 
    4700    1.9532936    1.5767645  -0.20798731   -3.1357264 
    4800    2.0224384    1.5657885  -0.11688632   -3.1482647 
    4900    2.0272858    1.8018618 -0.076735778   -3.1153798 
    5000    2.0042643    1.8802985 -0.078806545   -3.0829443 
    5100    2.0392857    1.6734774  -0.10894745   -3.1655778 
    5200    2.0186573    1.6415714    -0.158567   -3.1842779 
    5300    1.9826995    1.5061081   -0.2058855   -3.1777003 
    5400    1.9748223    1.5198564  -0.23033461   -3.1903425 
    5500     1.999384    1.3731374  -0.22173238   -3.2185551 
    5600    2.0028613    1.4478937  -0.18704029   -3.1890751 
    5700    2.0319603    1.7051154 -0.087619483     -3.13327 
    5800    2.1230974    1.6779105  0.029965164   -3.1522883 
    5900    2.0867446     1.892306  0.030458695   -3.0973065 
    6000    2.0388182    1.7337111 -0.023565023   -3.0794946 
    6100    2.0257309    1.6387785 -0.093085282   -3.1293986 
    6200    2.0144141    1.4883501  -0.14967879   -3.1690298 
    6300    1.9712039    1.5955688  -0.18621897   -3.1408034 
    6400    1.9365777    1.6809233  -0.20191951   -3.1046036 
    6500     1.983856    1.5890507  -0.19383285   -3.1673811 
    6600    2.0050398    1.5572561  -0.17195104   -3.1772511 
    6700    2.0544186    1.5118447    -0.135241   -3.2145537 
    6800    2.0618073    1.6904316 -0.068490242   -3.1588776 
    6900    2.0820501    1.6621651 0.0011467854   -3.1195819 
    7000    2.0938589    1.7750498  0.020102352   -3.1183263 
    7100    2.0479907    1.6968624 -0.037306439   -3.1069845 
    7200    2.0014134    1.6015231  -0.14714968   -3.1470142 
    7300    1.9513781    1.6295245  -0.20316922   -3.1280373 
    7400    1.9431494    1.7133576   -0.2079746   -3.1205089 
    7500    1.9677956    1.5705783   -0.1884087   -3.1378844 
    7600    2.0306203    1.4018757  -0.15836221   -3.2020042 
    7700    2.0255749    1.6770714   -0.1280421   -3.1641217 
    7800    2.0276328    1.6964572  -0.10794583   -3.1471099 
    7900    2.0447359    1.5418373  -0.10093389   -3.1657334 
    8000    2.0236662    1.6031682  -0.11772001   -3.1509387 
    8100    1.9769534    1.5539035  -0.17285208   -3.1360542 
    8200    1.9016749    1.7419893  -0.23352394   -3.0838932 
    8300    1.9258389    1.5111798  -0.25707998   -3.1436679 
    8400    1.9507872    1.5504906  -0.22983329   -3.1538156 
    8500    2.0119755    1.5047579  -0.15242092   -3.1681167 
    8600    2.0222089    1.7172974 -0.077938859   -3.1089732 
    8700    2.0539423    1.6957734 -0.047673115   -3.1262718 
    8800    2.0514871    1.7226648  -0.06225857   -3.1371772 
    8900    1.9802034    1.7214237 -0.098572218   -3.0666457 
    9000    2.0290519    1.4942804  -0.13629714   -3.1775883 
    9100    1.9688391    1.7125037  -0.17197327   -3.1230131 
    9200    1.9968007    1.4751155   -0.1973002   -3.1902508 
    9300    1.9467133    1.6669332  -0.20889508   -3.1267712 
    9400    2.0013063    1.5386474  -0.20059535   -3.2002993 
    9500    1.9779512    1.6716139  -0.18227907   -3.1469767 
    9600    1.9734977    1.7005778  -0.16925987   -3.1272823 
    9700    2.0028173       1.5942   -0.1635275   -3.1654963 
    9800    1.9972214    1.6074468  -0.16070889   -3.1542902 
    9900    1.9930897    1.6024988  -0.15221538   -3.1396038 
   10000    2.0150362    1.5713693  -0.14064618   -3.1609295 
   10100    2.0008817    1.6105321  -0.13777486   -3.1368424 
   10200    1.9938387     1.551834  -0.13876279   -3.1272739 
   10300    1.9658935    1.7618772  -0.13323371   -3.0798585 
   10400    2.0248253    1.6843054  -0.12516327   -3.1601193 
   10500    2.0200103    1.5546444  -0.13455354   -3.1622925 
   10600    1.9974888    1.6050735  -0.15977676   -3.1537588 
   10700    2.0127848    1.4648392  -0.18652877   -3.2034376 
   10800    1.9644846     1.641937  -0.21299442   -3.1575075 
   10900    1.9543507    1.5846797  -0.22643276   -3.1557564 
   11000    2.0006086    1.4031333  -0.21571933   -3.2143776 
   11100    1.9707598     1.590994  -0.17111661   -3.1250353 
   11200    2.0509409    1.6039591 -0.098579138   -3.1726792 
   11300     2.065409    1.6093737  -0.05200644   -3.1477923 
   11400    2.0561711    1.7084654 -0.050722958   -3.1326623 
   11500    2.0415478    1.6842316 -0.095923114    -3.155944 
   11600    1.9978769     1.511655  -0.19850452   -3.1930683 
   11700    1.9359547    1.6030333  -0.26269486   -3.1644452 
   11800    1.9401264    1.5319594  -0.26660539   -3.1746086 
