run 200000
Neighbor list info ...
  update every 20 steps, delay 0 steps, check no
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 3.3
  ghost atom cutoff = 3.3
  binsize = 1.65, bins = 9 9 9
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d/newton
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 2.799 | 2.799 | 2.799 Mbytes
Step Temp Press TotEng PotEng 
       0          1.1   -1.6150162   -2.4192851   -4.0680455 
     100   0.94641975  -0.20262013   -2.3615674   -3.7801304 
     200   0.95564848  -0.10247372   -2.2926085   -3.7250042 
     300   0.97601872   0.12759397   -2.2100133   -3.6729414 
     400    1.0297995  0.036546386   -2.1233119   -3.6668505 
     500    1.0326157  0.035424209   -2.0412445   -3.5890043 
     600    1.0884249 -0.087518302   -1.9642021   -3.5956128 
     700    1.1006319 -0.014384736   -1.8981859   -3.5478934 
     800    1.1129139 -0.039012805   -1.8445915   -3.5127082 
     900    1.1230807   0.15405196   -1.8038017    -3.487157 
    1000    1.1239412   0.20231064   -1.7829603   -3.4676055 
    1100    1.1304138  0.079007035    -1.788943   -3.4832897 
    1200    1.1016324   0.16801664   -1.8170368   -3.4682438 
    1300    1.0998749  0.033180101   -1.8499809   -3.4985537 
    1400    1.0790576 -0.0029602906   -1.8799784   -3.4973488 
    1500     1.094732  -0.11185519   -1.8910187    -3.531883 
    1600    1.0844341   0.14512723   -1.8831226   -3.5085516 
    1700    1.0995253   0.22907835   -1.8665606   -3.5146094 
    1800    1.1133222    0.1922812   -1.8554696   -3.5241982 
    1900    1.1280158    0.1475967   -1.8570216   -3.5477741 
    2000    1.1121391  0.062858147   -1.8800657   -3.5470211 
    2100    1.0843224  0.073638537   -1.9120803    -3.537342 
    2200    1.0663452  0.015217412   -1.9289175   -3.5272336 
    2300    1.0638494   0.21608593   -1.9212959    -3.515871 
    2400    1.0813648  0.063498636   -1.8918779   -3.5127065 
    2500    1.0963885  0.054584367   -1.8507846   -3.4941318 
    2600    1.0954898  0.070262392   -1.8200727   -3.4620728 
    2700    1.1163862  0.041292759   -1.8034537   -3.4767749 
    2800     1.119425  0.012921887   -1.7997635   -3.4776394 
    2900    1.1191256  0.019639023    -1.804797   -3.4822241 
    3000    1.0917992    0.1183311   -1.8194038   -3.4558722 
    3100    1.0842593   0.10471742   -1.8386281   -3.4637952 
    3200    1.0820572  0.072298143    -1.858487   -3.4803533 
    3300     1.067498  0.010202777   -1.8916155   -3.4916594 
    3400    1.0370225 -0.029705849   -1.9425968   -3.4969618 
    3500    1.0448983 -0.069683134    -1.961531   -3.5277008 
    3600    1.0426646 -0.034604013   -1.9368336   -3.4996556 
    3700    1.0678486  0.045819545   -1.8789035   -3.4794729 
    3800    1.0974802   0.10196463   -1.8424959   -3.4874794 
    3900    1.1391016  0.059342236    -1.826258   -3.5336267 
    4000    1.1280945  0.067641467    -1.830971   -3.5218414 
    4100     1.102402  0.085278071   -1.8485642   -3.5009248 
    4200    1.1225202   0.12608172   -1.8695871   -3.5521023 
    4300    1.0994591  0.030918566    -1.897822   -3.5457716 
    4400    1.0567586  0.043110068   -1.9166147   -3.5005617 
    4500    1.0737564  0.050968973   -1.9070258   -3.5164503 
    4600    1.0958239  0.034457536   -1.8652788   -3.5077797 
    4700    1.1136101   0.09335414   -1.8119076   -3.4810677 
    4800    1.1376856   0.10689207   -1.7896102   -3.4948565 
    4900    1.1397234  0.044361148   -1.7950765   -3.5033771 
    5000    1.1064212  0.021672696   -1.8135485   -3.4719334 
    5100    1.0716677  -0.02122537   -1.8280721   -3.4343658 
    5200    1.0792692  0.032929487   -1.8306998   -3.4483874 
    5300    1.1072232   0.10073275   -1.8222756   -3.4818626 
    5400    1.1179546  0.087252489   -1.8097562   -3.4854282 
    5500    1.1228862   0.11723939   -1.7884611    -3.471525 
    5600    1.1150029    0.3256921   -1.7609691   -3.4322169 
    5700    1.1409942  0.057327209   -1.7491068   -3.4593123 
    5800    1.1302684  0.051578255   -1.7608686   -3.4549974 
    5900    1.1078392  0.083797696   -1.7973104   -3.4578207 
    6000    1.0734189    0.2008369   -1.8408789   -3.4497976 
    6100    1.1040224  0.003808439   -1.8645746    -3.519364 
    6200    1.0858298   0.04835961   -1.8714496   -3.4989706 
    6300    1.0977031  0.051710685   -1.8636138   -3.5089313 
    6400    1.0825135  0.061159046   -1.8433876   -3.4659378 
    6500    1.1041465   0.18166105   -1.8095522   -3.4645276 
    6600    1.1233481   0.19978759   -1.7710058    -3.454762 
    6700    1.1591954  0.099978351   -1.7415177   -3.4790044 
    6800    1.1235648   0.28829939   -1.7340828   -3.4181638 
    6900    1.1182143   0.12981682   -1.7692875   -3.4453487 
    7000    1.0990141   0.01849477   -1.8312241   -3.4785066 
    7100    1.0819208 -0.028434928   -1.8620877   -3.4837495 
    7200    1.0678744 -0.042319957   -1.8673211   -3.4679293 
    7300    1.0647344  0.089683683    -1.850165   -3.4460667 
    7400     1.114509 0.0028382221   -1.8133953   -3.4839028 
    7500    1.1437286  0.095301088   -1.7854588   -3.4997627 
    7600    1.1278202  0.085638925    -1.783653   -3.4741122 
    7700     1.103232   0.14204571   -1.8020528   -3.4556575 
    7800    1.0695719   0.14263349   -1.8320136   -3.4351661 
    7900    1.0657462  0.043847546   -1.8554592   -3.4528775 
    8000    1.0717445 -0.00036552958   -1.8689975   -3.4754064 
    8100    1.0505502  0.010489476   -1.8683623   -3.4430036 
    8200    1.0612387  0.089407145   -1.8332234   -3.4238855 
    8300    1.1173047  0.036205968   -1.7849775   -3.4596753 
    8400    1.1095139   0.24324986   -1.7555579   -3.4185784 
    8500    1.1460782  0.082692836   -1.7512216   -3.4690472 
    8600    1.1147101   0.15080699   -1.7772254   -3.4480343 
    8700      1.09444  0.079886572   -1.8167151   -3.4571416 
    8800    1.0741011  0.095784845   -1.8475602   -3.4575013 
    8900    1.0888424  0.024972624    -1.859435   -3.4914716 
    9000    1.0747418   0.15616395   -1.8583485     -3.46925 
    9100    1.1141889 -0.059164965   -1.8480555   -3.5180832 
    9200    1.0753848   0.13985366   -1.8302759   -3.4421411 
    9300    1.1227793  0.065987669    -1.801002   -3.4839056 
    9400    1.1217069   0.16786275   -1.7610286   -3.4423248 
    9500    1.1321348   0.33521495   -1.7136204   -3.4105467 
    9600    1.1546172   0.28361279   -1.6809545   -3.4115791 
    9700    1.1599075    0.2077873   -1.6810327   -3.4195867 
    9800    1.1508917  0.093014292   -1.7481687   -3.4732092 
    9900    1.1012751 -0.0077856775   -1.8099763   -3.4606478 
   10000    1.1120996  0.011282998   -1.8429404   -3.5098365 
   10100    1.1052423   -0.0435251   -1.8676742    -3.524292 
   10200     1.080763    0.1494824   -1.8835922   -3.5035187 
   10300    1.0895703  0.019946384   -1.8839432   -3.5170707 
   10400    1.0953762  0.050527665   -1.8682859   -3.5101159 
   10500    1.1121788   0.01608202   -1.8406902   -3.5077049 
   10600    1.1183431   0.11696753   -1.8134703   -3.4897246 
   10700    1.1252629   0.11293593   -1.7944756   -3.4811018 
   10800    1.0955666     0.221881   -1.7834976   -3.4256129 
   10900    1.1350666 -0.014719694   -1.7840103   -3.4853311 
   11000    1.0878138   0.12032244   -1.8063439   -3.4368387 
   11100    1.0767509   0.12720993   -1.8516191    -3.465532 
   11200    1.0776972 -0.0021193398   -1.8874669   -3.5027981 
   11300    1.0657379 0.0011652701   -1.8991231   -3.4965288 
   11400    1.1013458 -0.081826163   -1.8830603   -3.5338379 
   11500     1.090983  0.056205367    -1.848931    -3.484176 
   11600    1.1018478   0.19498315   -1.8149187   -3.4664486 
   11700    1.1153832   0.21619806   -1.7950277   -3.4668454 
