run 200000
Neighbor list info ...
  update every 20 steps, delay 0 steps, check no
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 3.3
  ghost atom cutoff = 3.3
  binsize = 1.65, bins = 8 8 8
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d/newton
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 2.797 | 2.797 | 2.797 Mbytes
Step Temp Press TotEng PotEng 
       0          0.9    1.0461949   -3.1525319   -4.5015176 
     100   0.87127787    -0.278222   -3.1032388   -4.4091737 
     200   0.82815734  -0.44359427   -3.0668908   -4.3081935 
     300   0.85271272   -0.5434044   -3.0183976   -4.2965057 
     400   0.85181534   -0.3323505   -2.9643199    -4.241083 
     500   0.89289258  -0.29124904   -2.9126396   -4.2509722 
     600   0.89868066  -0.20784794    -2.872911   -4.2199192 
     700   0.90566218 -0.092326297   -2.8420768   -4.1995494 
     800   0.92123643   -0.2005952   -2.8188497   -4.1996661 
     900   0.92556528  -0.19693057   -2.8079461   -4.1952509 
    1000   0.93921201  -0.18518821   -2.8114726   -4.2192321 
    1100   0.91411757  -0.13044673   -2.8370601   -4.2072063 
    1200   0.88829776  -0.16282937   -2.8720234    -4.203469 
    1300   0.87741143  -0.11213512   -2.8971804   -4.2123087 
    1400   0.88537609  -0.21514091   -2.9112925   -4.2383588 
    1500   0.88913361  -0.22173236   -2.9187589   -4.2514573 
    1600   0.88269516  -0.12162218   -2.9226773   -4.2457253 
    1700   0.88455033 -0.041209053   -2.9133921   -4.2392207 
    1800   0.92570155    -0.192129   -2.8891099    -4.276619 
    1900   0.92619382  -0.29365522   -2.8609609   -4.2492078 
    2000   0.89945595  0.033316259   -2.8418143   -4.1899845 
    2100    0.9306513  -0.09730408   -2.8357832   -4.2307113 
    2200   0.91379302 -0.082586518   -2.8550276   -4.2246873 
    2300   0.88625294  -0.20207931   -2.9043044    -4.232685 
    2400   0.86999406  -0.24034461   -2.9320646   -4.2360752 
    2500   0.87381834  -0.23826835   -2.9336083    -4.243351 
    2600   0.87006135  -0.22808752   -2.9228538   -4.2269653 
    2700   0.88825861  -0.17727399   -2.9015994   -4.2329862 
    2800   0.91496309  -0.16274038   -2.8756286   -4.2470421 
    2900   0.90411418  -0.11099395   -2.8640713   -4.2192237 
    3000   0.89251643 -0.043449613   -2.8665391   -4.2043079 
    3100   0.89996079  -0.12503456   -2.8696539   -4.2185809 
    3200   0.90313667   -0.3133328   -2.8734928     -4.22718 
    3300    0.9024675  -0.19323754   -2.8750723   -4.2277565 
    3400   0.93196177   -0.2720123   -2.8748793   -4.2717717 
    3500   0.89310893 -0.097279637   -2.8801724   -4.2188292 
    3600   0.89075641  -0.16408456   -2.8852076   -4.2203383 
    3700   0.89408718  -0.18151575   -2.8859296   -4.2260527 
    3800   0.90347091   -0.1842115   -2.8858154   -4.2400035 
    3900   0.90030787 -0.057745841   -2.8824326   -4.2318798 
    4000   0.91833444  -0.25134907   -2.8736716   -4.2501383 
    4100   0.90999798  -0.12448674   -2.8569944   -4.2209658 
    4200   0.90307428  -0.13350293   -2.8411106   -4.1947043 
    4300   0.91598117  -0.22787371   -2.8311327   -4.2040721 
    4400   0.93726298  -0.26128295   -2.8328759   -4.2377141 
    4500   0.90478627  -0.15456101   -2.8483432   -4.2045029 
    4600    0.8895699  -0.12785401   -2.8734564   -4.2068087 
    4700   0.89820443  -0.25254109   -2.8971767   -4.2434711 
    4800   0.89807253  -0.31998854   -2.9164889   -4.2625856 
    4900   0.87318777  -0.22014011   -2.9257595   -4.2345571 
    5000    0.8735571  -0.24039168   -2.9207715   -4.2301227 
    5100   0.87847517  -0.12676659   -2.8892951   -4.2060178 
    5200   0.91435296 -0.016102643   -2.8375569   -4.2080559 
    5300   0.92696945 -0.0060183872    -2.821807   -4.2112165 
