run 200000
Neighbor list info ...
  update every 20 steps, delay 0 steps, check no
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 3.3
  ghost atom cutoff = 3.3
  binsize = 1.65, bins = 16 16 16
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d/newton
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 2.755 | 2.755 | 2.755 Mbytes
Step Temp Press TotEng PotEng 
       0          4.5   0.37213511    6.6692438 -0.075684814 
     100    4.6389649   0.44051257    6.6530882   -0.3001311 
     200    4.6213945   0.40861979    6.5272855  -0.39959802 
     300    4.4721866   0.40771852    6.3075475  -0.39569239 
     400    4.4152727   0.39259308    6.1972415  -0.42069174 
     500    4.4047596   0.39236189    6.2038736  -0.39830178 
     600    4.4448349   0.39668709    6.2679511  -0.39429204 
     700    4.5084414   0.41048807    6.3610482  -0.39653298 
     800    4.5641591   0.40727844    6.4393824  -0.40171254 
     900    4.5869197   0.41331208    6.4729736  -0.40223661 
    1000    4.5553543   0.42274723    6.4467182  -0.38117948 
    1100     4.484928   0.42277393    6.3309966  -0.39134101 
    1200    4.3292631   0.40009958     6.117574  -0.37144174 
    1300    4.2719557   0.38372359    5.9853489  -0.41777036 
    1400    4.2949113   0.38290809     6.019824  -0.41770272 
    1500    4.3808695   0.39845224    6.1840921  -0.38227503 
    1600    4.4770939   0.42149471    6.3233646  -0.38723069 
    1700     4.521149   0.42411408    6.3737024  -0.40292586 
    1800    4.5295198    0.4236799    6.3864181   -0.4027569 
    1900    4.5389886   0.41353187    6.3728974  -0.43047024 
    2000    4.4798968   0.41352376    6.3385742  -0.37622224 
    2100    4.4648339   0.41207481    6.3004505  -0.39176855 
    2200    4.4407535   0.41488729    6.2742062  -0.38191946 
    2300    4.4527223   0.40530136    6.2717324    -0.402333 
    2400    4.4568918    0.4311948    6.3186247  -0.36169022 
    2500    4.5783727   0.39790136    6.4196073  -0.44279197 
    2600    4.6016466   0.42531374    6.5156299  -0.38165413 
    2700    4.6416546    0.4209353     6.547067  -0.41018397 
    2800    4.5789468   0.41678414     6.464032  -0.39922787 
    2900    4.4420929   0.41981885    6.2836635  -0.37446972 
    3000    4.3703312    0.3960152    6.1447363  -0.40583524 
    3100    4.3701499   0.40241674    6.1180052  -0.43229457 
    3200    4.4007747   0.41233709    6.1822669  -0.41393556 
    3300    4.4618826   0.41536348    6.2957007  -0.39209481 
    3400    4.5249713   0.40806463    6.3914633  -0.39089404 
    3500    4.5355382   0.43326214    6.4247351  -0.37346082 
    3600    4.5349474   0.42371091    6.4123425  -0.38496785 
    3700     4.530233   0.41516071    6.3786228  -0.41162125 
    3800    4.5022248   0.41251244     6.337665  -0.41059841 
    3900    4.4683345   0.40478615    6.2956591  -0.40180705 
    4000    4.4419446   0.41383186    6.2707355   -0.3871754 
    4100    4.4725235   0.39700609    6.2781609  -0.42558386 
    4200    4.5077212   0.40803679    6.3394406  -0.41706107 
    4300    4.5905193   0.40851664    6.4722169  -0.40838864 
    4400    4.6615492   0.43336143    6.5919429  -0.39512751 
    4500    4.6834503   0.40944661    6.5982985  -0.42159881 
    4600     4.585687   0.41406254    6.4603165  -0.41304596 
    4700    4.4582945   0.39805196    6.2645546  -0.41786283 
    4800    4.3688421   0.41204949    6.1694936  -0.37884598 
    4900    4.3916173   0.38893456    6.1803247  -0.40215204 
    5000    4.4383819   0.41540994    6.2566159  -0.39595497 
    5100    4.5247583   0.39803989    6.3532322  -0.42880604 
    5200    4.5614917   0.41640808    6.4222486   -0.4148482 
    5300    4.5635263    0.4154744    6.4378555  -0.40229102 
    5400    4.5321676   0.40665329    6.4092146  -0.38392917 
    5500    4.4965367    0.4256153    6.3621573  -0.37758028 
    5600    4.4846729   0.40463166    6.3222095  -0.39974568 
    5700    4.4735098   0.40365853    6.3069585  -0.39826469 
    5800    4.4770855   0.41599531    6.3106765  -0.39990623 
    5900    4.4878129   0.41642705    6.3185848  -0.40807692 
    6000     4.483876   0.40737449      6.32801  -0.39275076 
    6100    4.5009844   0.40967072    6.3421374  -0.40426669 
    6200    4.5086885   0.40949298     6.362406  -0.39554563 
    6300    4.5312862   0.40840089    6.3804431  -0.41137962 
    6400    4.5612891   0.37771337    6.3822094  -0.45458378 
    6500    4.5049958   0.41203451    6.3498428  -0.40257395 
    6600    4.4591966   0.40886112    6.2807917  -0.40297792 
    6700    4.4168903   0.40188068    6.2039681  -0.41638958 
    6800    4.3849411   0.39985371    6.1655826  -0.40688736 
    6900    4.3934735    0.3953217    6.2081926  -0.37706623 
    7000    4.4988675   0.41094261    6.3526763  -0.39055496 
    7100    4.6075939   0.43099655    6.5196872  -0.38651109 
    7200    4.6815549   0.40962235    6.5825637  -0.43449263 
    7300     4.609773   0.43176735     6.522176   -0.3872885 
    7400    4.5058682    0.4261583    6.3786884  -0.37503593 
    7500     4.463902   0.38488054    6.2534332  -0.43738907 
    7600    4.3987107   0.42530363    6.2176111  -0.37549775 
    7700    4.4646377   0.39454169    6.2409519  -0.45097323 
    7800    4.4633054   0.41292373    6.2838962  -0.40603184 
    7900    4.5078854   0.40344057    6.3344676  -0.42228014 
    8000    4.5422041   0.40644921    6.3778253  -0.43036198 
    8100    4.5334903   0.42032863    6.3989808  -0.39614555 
    8200    4.5522691   0.40969023     6.394068  -0.42920539 
