run 200000
Neighbor list info ...
  update every 20 steps, delay 0 steps, check no
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 3.3
  ghost atom cutoff = 3.3
  binsize = 1.65, bins = 10 10 10
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d/newton
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 2.732 | 2.732 | 2.732 Mbytes
Step Temp Press TotEng PotEng 
       0          1.5  -0.98087104 -0.083014024   -2.3313236 
     100    1.5355647   0.51796386 -0.070000978   -2.3716175 
     200    1.5542115   0.47282556 -0.069499657   -2.3990654 
     300    1.5117398   0.42742791  -0.12552403     -2.39143 
     400    1.4456213   0.38645515  -0.20485692   -2.3716597 
     500    1.4639968   0.36032068  -0.22681256   -2.4211579 
     600    1.5031185   0.30475212  -0.22022475   -2.4732086 
     700    1.4692267   0.36039442  -0.20139467   -2.4035789 
     800    1.4928845   0.36876483  -0.16956328   -2.4072076 
     900    1.5027381   0.36442107  -0.13404888   -2.3864625 
    1000    1.5197507   0.32034169  -0.11097757   -2.3888909 
    1100    1.5182544    0.3374953  -0.10005787   -2.3757284 
    1200    1.5075456   0.42949337  -0.09753384   -2.3571533 
    1300     1.514653   0.37702579  -0.11488267   -2.3851552 
    1400    1.5018402    0.3885323  -0.17925613   -2.4303239 
    1500    1.4445881   0.30286432  -0.23645688   -2.4017111 
    1600    1.4638147   0.24290884  -0.25104974   -2.4451222 
    1700    1.4586368   0.32853096  -0.23046564    -2.416777 
    1800    1.4854684   0.30586591  -0.17635156   -2.4028801 
    1900    1.5023905   0.32920321  -0.12094798   -2.3728406 
    2000    1.5049569   0.39807925  -0.08648243   -2.3422218 
    2100    1.5177447   0.44517371  -0.07407531   -2.3489819 
    2200    1.5149894   0.44650004 -0.087111457   -2.3578882 
    2300    1.5184486    0.3021493  -0.11871581   -2.3946774 
    2400    1.4823107   0.42960609  -0.15443021   -2.3762257 
    2500    1.4614205   0.36869719  -0.17884583   -2.3693296 
    2600    1.4655439   0.36582689  -0.17970161   -2.3763658 
    2700    1.5001169   0.33817064  -0.14156849   -2.3900533 
    2800    1.5551578   0.37769168 -0.042775834   -2.3737598 
    2900    1.5533714   0.50298035 0.0027281303   -2.3255783 
    3000    1.5606727   0.42581401 -0.016926074   -2.3561763 
    3100    1.5455925   0.35476836 -0.071703794   -2.3883508 
    3200    1.5163278   0.32933165  -0.12472402   -2.3975068 
    3300    1.5130967   0.32500637  -0.16082087   -2.4287607 
    3400    1.4742631   0.38999165  -0.18734689     -2.39708 
    3500    1.4703679   0.34489049  -0.19693475   -2.4008295 
    3600     1.471128    0.3618362  -0.18367089    -2.388705 
    3700    1.4905405    0.3243482  -0.14277697   -2.3769079 
