run 200000
Neighbor list info ...
  update every 20 steps, delay 0 steps, check no
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 3.3
  ghost atom cutoff = 3.3
  binsize = 1.65, bins = 8 8 8
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d/newton
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 2.797 | 2.797 | 2.797 Mbytes
Step Temp Press TotEng PotEng 
       0          0.9    1.7506821   -3.1223214   -4.4713071 
     100   0.92463388  -0.30352337   -3.0776584   -4.4635672 
     200   0.87464918  -0.43352205   -3.0568567   -4.3678448 
     300   0.87989218  -0.40830969     -3.03122   -4.3500667 
     400   0.88653415  -0.32033105   -2.9944666   -4.3232687 
     500   0.90694657  -0.17681823   -2.9576979   -4.3170957 
     600   0.90170944 -0.044542995   -2.9362782   -4.2878262 
     700   0.89856903  0.075782343   -2.9281165   -4.2749573 
     800    0.9223854  -0.10930122   -2.9318875   -4.3144261 
     900   0.89773533 -0.069874392   -2.9525869   -4.2981782 
    1000   0.89831328   -0.1625524   -2.9801249   -4.3265824 
    1100    0.8809064  -0.13896435   -3.0038932     -4.32426 
    1200   0.87388231  -0.20675551   -3.0139596   -4.3237982 
    1300   0.87431334  -0.26032317   -3.0090815   -4.3195662 
    1400   0.90177941  -0.19693371   -2.9804432    -4.332096 
    1500   0.93335064  -0.19811259   -2.9272497   -4.3262238 
    1600   0.91921223  0.009714345   -2.9032656    -4.281048 
    1700   0.88938558   0.09875917   -2.9098882   -4.2429643 
    1800   0.90936947 -0.066819761   -2.9268034   -4.2898328 
    1900   0.90678874  -0.20249983   -2.9459316   -4.3050928 
    2000   0.91505798  -0.17756097   -2.9635452   -4.3351009 
    2100   0.88294118  -0.15540542   -2.9819863   -4.3054031 
    2200   0.86371366   -0.1543546   -2.9923956   -4.2869927 
    2300    0.8922818  -0.26391748   -2.9885556   -4.3259728 
    2400   0.90165311  -0.22091221   -2.9684014   -4.3198649 
    2500   0.91315397 -0.057094068    -2.917915   -4.2866169 
    2600   0.94556519  -0.17004164   -2.8807719   -4.2980541 
    2700   0.93936525 -0.038413689    -2.878793   -4.2867822 
    2800   0.91320339     0.017037   -2.8974611   -4.2662371 
    2900   0.89446647  0.014502024    -2.927184   -4.2678756 
    3000   0.87657448 -0.077896812    -2.951429   -4.2653028 
    3100   0.90542603   -0.2090398   -2.9623884    -4.319507 
    3200   0.89955321   -0.3477292   -2.9692118   -4.3175278 
    3300   0.89445787   -0.2696743   -2.9665923   -4.3072711 
    3400   0.89607137  -0.21109784   -2.9526092   -4.2957064 
    3500   0.93279853  -0.22841632   -2.9226799   -4.3208265 
    3600   0.93414678   -0.1156469   -2.8901522   -4.2903197 
    3700   0.95700341  -0.19882708   -2.8683976   -4.3028242 
    3800   0.95618325  -0.14519945   -2.8720294   -4.3052267 
    3900   0.91309998  -0.19542085   -2.9271075   -4.2957284 
    4000   0.88699976  -0.13762623   -2.9748528   -4.3043528 
    4100    0.9045262  -0.25395613   -2.9892899   -4.3450598 
    4200   0.87744003  -0.10688823   -2.9942798    -4.309451 
    4300   0.88421619  -0.22988147   -2.9851464   -4.3104742 
    4400   0.87218651   -0.1117202   -2.9636757   -4.2709725 
    4500   0.91980618  -0.25496185   -2.9349678   -4.3136405 
    4600    0.9118266 -0.090315039   -2.9118598   -4.2785721 
    4700   0.92549299 -0.046814237   -2.9039746   -4.2911711 
    4800   0.92598795  -0.16225326   -2.9147755   -4.3027139 
    4900   0.87666073 -0.012798242   -2.9392002   -4.2532033 
    5000    0.8957397  -0.23249537   -2.9721403   -4.3147404 
    5100   0.86517178  -0.32544487   -3.0079559   -4.3047386 
    5200   0.86449902  -0.30726662   -3.0221648    -4.317939 
    5300   0.87235101  -0.25974973   -3.0106149   -4.3181583 
