T,a,b,var_a,var_b,cov_ab,r_chi2
1.5,3.8145571443928588,0.8863275171463704,0.00021240343839859188,5.565173135643716e-06,3.1685685687389035e-05,20.31473343094995
2.0,3.404307903919575,0.8448580229219611,0.0003731148496819703,6.408433374403112e-06,4.533043905613187e-05,8.350176909021975
2.5,2.968615524827611,0.8084988270195538,0.0005428414993943863,6.647872803013033e-06,5.584463347046703e-05,7.758075651754173
3.0,2.4308314748994357,0.7710491998703856,0.0007441007102482517,7.525329014292197e-06,7.058010578663857e-05,24.78974888599832
3.5,2.086888653381865,0.7520614905240746,0.0011403870852321907,1.0053742484605621e-05,0.00010086070852092596,17.740465957430334
4.0,1.5771238900204247,0.7223527380659969,0.0015936258690199552,1.1824499202022192e-05,0.0001300765703127211,31.02394522660483
4.5,1.386857852256183,0.7173132263953299,0.0019335001069324355,1.2252071479390077e-05,0.00014632741448678232,16.43912166301615
