T_imp,v_imp,N_avg_points,time,Temp,Temp_std,Press,Press_std
1.5,12.0,18.0,43.725311517715454,1.5007062702222222,0.002934924297500874,0.10867721784166667,0.0005039501652459192
1.5,8.580645161290324,18.0,56.09156823158264,1.4994533767222222,0.0027416033992893793,0.13884683156111113,0.0005818749572319178
1.5,6.677824267782427,18.0,65.57629108428955,1.4994400125555556,0.002615815688965914,0.16504255297222223,0.001370721625484937
1.5,5.465753424657534,18.0,75.66650938987732,1.4999461927222222,0.0036560376670509154,0.18893488287222224,0.0020702662959360342
1.5,4.62608695652174,18.0,84.4529824256897,1.4999546279444445,0.003513605179639182,0.21099544932222222,0.0025461936493711835
1.5,4.010050251256282,18.0,100.68556714057922,1.4998427533333334,0.002991414926751601,0.23089674373333338,0.002442136547372151
1.5,3.5388026607538805,18.0,109.87808775901794,1.4997332797777778,0.0029376843058681957,0.2508085932444445,0.002221982453328345
1.5,3.166666666666667,18.0,111.16508197784424,1.4996854601111111,0.0038558542049606515,0.2706070873722222,0.002780464441145047
1.5,2.865350089766607,18.0,123.90830254554749,1.4989769114444444,0.00328704144610705,0.2904463727277778,0.0037260789787457115
1.5,2.616393442622951,18.0,128.4120011329651,1.5005637677222223,0.003207149368964053,0.31441733975,0.004695268787994355
1.5,2.407239819004525,18.0,137.22142791748047,1.5008587864999998,0.003082422200210205,0.3383900008777778,0.0035242798197942537
1.5,2.229050279329609,18.0,142.84123826026917,1.5001364330555558,0.0037854314032106755,0.36619993647777777,0.005929170835277268
1.5,2.0754226267880367,18.0,153.55254673957825,1.4993994283333332,0.003122046887054428,0.3965457638055556,0.0052583685736727745
1.5,1.9416058394160585,18.0,158.9302213191986,1.5006392207777777,0.0032086915946640277,0.43494780818888895,0.0064734836001126336
1.5,1.8239999999999998,18.0,171.3901810646057,1.500122623777778,0.003361177871094206,0.48014185646111124,0.004208574603421428
1.5,1.7198275862068966,18.0,171.4978210926056,1.5011131692222222,0.003367186694830344,0.5322168625888889,0.00787692288022452
1.5,1.6269113149847094,18.0,178.2604513168335,1.4994757592222223,0.002600797561325332,0.5967117198222223,0.005608825173035386
1.5,1.543520309477756,18.0,185.26066517829895,1.4995411995555554,0.004071016116435771,0.6757620294166667,0.009222593990751834
1.5,1.468261269549218,18.0,190.075829744339,1.500148102222222,0.003341043036379654,0.7691155820611111,0.010040774798504223
1.5,1.4,18.0,196.1176860332489,1.501636576277778,0.004838530609216686,0.8778690761111112,0.013070754884656826
2.0,12.0,18.0,42.579901933670044,2.000265834222222,0.004487114284452237,0.16000275590000002,0.0009557932831554033
2.0,8.580645161290324,18.0,54.73925852775574,2.000573950611111,0.003790497721973333,0.2137485537,0.0012965650438384335
2.0,6.677824267782427,18.0,64.32234954833984,2.0009324766111107,0.0037228211758124335,0.2639623614333333,0.0015275604604960817
2.0,5.465753424657534,18.0,73.79008078575134,1.9993052187777778,0.002806593063472538,0.3134418184333334,0.0017350262785866977
2.0,4.62608695652174,18.0,82.13964629173279,2.0003680643333333,0.00425223577990677,0.36110689352777775,0.0018963388714289665
2.0,4.010050251256282,18.0,91.42931747436523,2.0011615333333332,0.003756926994465337,0.41031008259444435,0.0031532831769067442
