T_imp,v_imp,N_avg_points,time,Temp,Temp_std,Press,Press_std
0.9,1.0833333333333333,18.0,205.05670380592346,0.8999840274500001,0.003181802308273528,0.10410185564900944,0.012234587190544238
0.9,1.1111111111111112,18.0,200.86572313308716,0.9004633482444446,0.0018321786956572014,0.01091967335389278,0.009131157711012238
0.9,1.1388888888888888,18.0,197.11015367507935,0.8998190410111112,0.0023782282198672516,-0.0583273155537,0.009201757824175455
0.9,1.1666666666666667,18.0,194.42993450164795,0.8996848233833334,0.0029056820178449756,-0.11501677883813333,0.008988623772186847
0.9,1.1944444444444444,18.0,191.17633867263794,0.8985704205222221,0.0025222519317581993,-0.1653895892592222,0.010584930636135017
0.9,1.2222222222222223,18.0,187.35018301010132,0.9004565937833333,0.0031595817938450117,-0.1906797314541889,0.009135665767412033
0.9,1.25,18.0,185.3854796886444,0.9000014080500001,0.0025601965099328956,-0.2134035585686278,0.009982899397513335
0.9,17.0,18.0,32.54192495346069,0.9006179518166666,0.0016482900324352918,0.035976971837222226,0.0005244650041071325
0.9,19.555555555555557,18.0,28.85026502609253,0.9001822253444445,0.0020571210911947474,0.034045744145555557,0.0003721636662670108
0.9,22.11111111111111,18.0,26.440574407577515,0.8998689013611111,0.0024669324201536634,0.03164923496388889,0.0003008292311427862
0.9,24.666666666666664,18.0,24.708069801330566,0.9004474460888888,0.001692958291329026,0.029829899981111112,0.0002545526575173763
0.9,27.22222222222222,18.0,23.151887893676758,0.9013600025666667,0.0014951242660719804,0.028149150371666667,0.00026567152394616633
0.9,29.77777777777778,18.0,22.064485549926758,0.8996276632722222,0.001543866513217034,0.026383085306111113,0.00013906838655230487
0.9,32.33333333333333,18.0,20.814656019210815,0.8998765288166667,0.0017769909531847306,0.024803998536111108,0.0001537255130912221
0.9,34.888888888888886,18.0,19.88286805152893,0.9004919386166667,0.001185999001983252,0.023571540316666667,0.00013626190995049222
0.9,37.44444444444444,18.0,19.289193630218506,0.9000935473999999,0.0017056007903655712,0.02235248535333333,0.00013975504747151642
0.9,40.0,18.0,18.59427762031555,0.8998522497944444,0.0016253567136180595,0.02124573075944445,0.00012198740033341314
1.0,1.0,18.0,217.298969745636,1.0000096152833333,0.003325154847413741,0.9902968081611111,0.011692958866114484
1.0,1.038888888888889,18.0,211.80144548416138,0.9998010977222221,0.0028570482062303735,0.7093407282111112,0.013030641094372731
1.0,1.0777777777777777,18.0,205.9724519252777,1.00033383275,0.002097117325341815,0.49795512511111106,0.01235549155131483
1.0,1.1166666666666667,18.0,200.71239066123962,0.9992826879055556,0.002775183474699018,0.33479962114666667,0.01112354386933071
1.0,1.1555555555555557,18.0,195.7740912437439,0.999810494288889,0.0028963686435945547,0.2186374659619389,0.014305516678008234
1.0,1.1944444444444444,18.0,191.57763528823853,1.0007186760666666,0.0034123277508152933,0.1302401247307028,0.012180866972837434
1.0,1.2333333333333334,18.0,186.8155641555786,1.0013256484500002,0.0033207273422497896,0.05946001752531165,0.011494985847194708
1.0,1.2722222222222221,18.0,182.43492436408997,0.9997654582055557,0.0027129697460993155,0.006997346737815556,0.01205106196073235
1.0,1.3111111111111111,18.0,179.6176745891571,1.0007306630888886,0.0022604895589024418,-0.02772883007475889,0.009252080484054823
1.0,1.35,18.0,176.19310903549194,1.0006040297277776,0.003242678033128259,-0.04996402321925945,0.009076098149105183
1.0,12.0,18.0,39.33123826980591,1.0001905311,0.001821551230674041,0.05275906002555556,0.0008474813884836317
1.0,15.11111111111111,18.0,33.328524589538574,0.99970162905,0.002123134800459252,0.04805412749333333,0.0004743349037743811
1.0,18.22222222222222,18.0,29.310649394989014,0.9999948035999999,0.0026843627050580302,0.04304839788944445,0.000458784996273695
1.0,21.333333333333336,18.0,26.398058891296387,0.998793490211111,0.0020713915352029203,0.03894597710277778,0.00029630591394451606
1.0,24.444444444444443,18.0,24.56036114692688,0.9993326416944446,0.0019748148157593274,0.035560834004444444,0.000179407660727534
1.0,27.555555555555557,18.0,22.89234709739685,0.9996280167611111,0.002447390360826906,0.03239800274944444,0.0001845171346535866
1.0,30.666666666666668,18.0,21.257081747055054,1.0001555562277777,0.0015744645926233263,0.03001283303888889,0.00015340538486398802
1.0,33.77777777777778,18.0,20.25318455696106,0.9996936495555556,0.0015897559885805742,0.027934247225555556,0.0001323557119261511
1.0,36.888888888888886,18.0,19.31347632408142,1.0000422278222223,0.0020135609563090543,0.02604315238277778,0.0001528621207631129
1.0,40.0,18.0,18.502968072891235,1.0003043792722222,0.002661699189119553,0.024434561653333336,7.463306688012664e-05
1.1,1.0,18.0,218.20958471298218,1.1001289347222223,0.002333244706188846,1.418894060888889,0.011315404763591955
1.1,1.0555555555555556,18.0,209.70282673835754,1.1003809053888887,0.003602609837303193,0.9856567365166666,0.014447654886480935
1.1,1.1111111111111112,18.0,201.2895131111145,1.1009470075555554,0.002980531154202707,0.6912186247,0.01798754163604029
1.1,1.1666666666666667,18.0,194.24460911750793,1.0990056840555555,0.002326323760311629,0.48117108108333334,0.014689645245228743
1.1,1.2222222222222223,18.0,188.89393067359924,1.1001186705555557,0.0026138914830760177,0.344025412265,0.008835710037928492
1.1,1.2777777777777777,18.0,182.11930680274963,1.100619288888889,0.002837332126090313,0.2415465874702778,0.007736162486569774
1.1,1.3333333333333333,18.0,177.83525490760803,1.1006529391666666,0.0030967411553578616,0.17003253050390002,0.009071210138307225
1.1,1.3888888888888888,18.0,172.11078190803528,1.0999631669444443,0.0028035802049676435,0.12679548824337392,0.01085241207050506
1.1,1.4444444444444444,18.0,186.31949305534363,1.0988655856666667,0.0027614041229555466,0.09335437446233523,0.00637710570119839
1.1,1.5,18.0,199.59533977508545,1.0997079270555554,0.0028068537480976864,0.07127620460039444,0.007532572511933513
1.1,8.0,18.0,62.79911279678345,1.0992886509444442,0.0029007526242552373,0.07683576891166667,0.0009573928738083791
1.1,11.555555555555555,18.0,50.82906937599182,1.1007651225000001,0.0022089229318374556,0.06634538803333334,0.0008865081186444502
1.1,15.11111111111111,18.0,40.73925590515137,1.0996306527222224,0.002058975120686831,0.05687729475277778,0.0003517987644258803
1.1,18.666666666666664,18.0,35.86554193496704,1.1002043237777779,0.0025145604337501017,0.049488640287777774,0.00034470508085251544
1.1,22.22222222222222,18.0,30.79401731491089,1.0999453193888888,0.0020563410663057423,0.04366666327111111,0.00020762895565658846
1.1,25.77777777777778,18.0,27.629274606704712,1.1006147238333335,0.0019190045382686282,0.03918379245277778,0.00025728582978407023
1.1,29.333333333333332,18.0,26.48216414451599,1.1010026258333336,0.0019408522381840784,0.035430990098888886,0.00017972396518472589
1.1,32.888888888888886,18.0,24.577587842941284,1.0994905639999997,0.002357738385777002,0.03229526054388889,0.0001610802310018796
1.1,36.44444444444444,18.0,22.95270848274231,1.1002331701111112,0.0017441133359146514,0.029700404540000003,0.00011844778689098072
1.1,40.0,18.0,22.161460161209106,1.1002489581111112,0.0014579971823941015,0.027569741971666666,0.0001485368427843866
1.2,1.0,18.0,264.11660265922546,1.199716594111111,0.0035062790342806844,1.8356138817777778,0.02094435779185371
1.2,1.0888888888888888,18.0,248.90506172180176,1.200230728111111,0.003870239993720523,1.1407193024888889,0.02300350291006357
1.2,1.1777777777777778,18.0,238.49091124534607,1.2003324792222223,0.002208259791728101,0.737378677,0.009704484186341716
1.2,1.2666666666666666,18.0,225.13515448570251,1.2004830322777778,0.0035408122881321075,0.4970964157055555,0.011443734441638579
1.2,1.3555555555555556,18.0,217.8517143726349,1.2000071829999999,0.0027996913230165636,0.3527638899916667,0.0072236627979414296
1.2,1.4444444444444444,18.0,203.14024662971497,1.1994747656666669,0.0024161793236333064,0.2670248875401111,0.007840624815198696
1.2,1.5333333333333332,18.0,192.40906715393066,1.2008285237222223,0.002192180453168449,0.21701654686269445,0.00596240241730345
1.2,1.6222222222222222,18.0,185.34052777290344,1.2005282,0.0035515203438119093,0.1844201981801189,0.00812092046450011
1.2,1.7111111111111112,18.0,179.4403419494629,1.1998428496111109,0.0029978094021024756,0.16298659873927776,0.0072328609227031325
1.2,1.8,18.0,173.21514701843262,1.1989225218333335,0.0035699786347650636,0.147068555782,0.0057396841497630875
1.2,5.0,18.0,85.95876288414001,1.1988042659999998,0.002378742547745856,0.11294824046333332,0.001951438529949639
1.2,8.88888888888889,18.0,57.725592374801636,1.200226740777778,0.002498350648298839,0.09086283531944445,0.0007644971309487794
1.2,12.777777777777779,18.0,44.424755334854126,1.2000065252777778,0.002047320058702672,0.07326063836222223,0.0005480381346581193
1.2,16.666666666666664,18.0,37.72449088096619,1.200566747388889,0.0022979195612323183,0.06125672155111111,0.0003052828110090107
1.2,20.555555555555557,18.0,32.439326763153076,1.2001869552222224,0.0021806888583618183,0.052451096616666665,0.0003255203614908176
1.2,24.444444444444443,18.0,30.731876373291016,1.2006100285555554,0.0026805578428508326,0.04591102897555555,0.0001789574502360849
1.2,28.333333333333332,18.0,27.158194541931152,1.2001067896111113,0.0017615458586603277,0.040764940717222226,0.00017044135786928406
1.2,32.22222222222222,18.0,25.304206132888794,1.200154068388889,0.0024834131711590434,0.03670141310722222,0.00017397858993988398
1.2,36.111111111111114,18.0,23.597086429595947,1.199431418222222,0.0023007133810297887,0.033357993142777785,0.00014587819346351854
1.2,40.0,18.0,22.489555597305298,1.2000314528333333,0.0021249730243346593,0.03054796156833333,0.00014692708639117257
