run 200000
Neighbor list info ...
  update every 20 steps, delay 0 steps, check no
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 3.3
  ghost atom cutoff = 3.3
  binsize = 1.65, bins = 21 21 21
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d/newton
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 2.731 | 2.731 | 2.731 Mbytes
Step Temp Press TotEng PotEng 
       0          0.8  0.026169525    1.1836952 -0.015403207 
     100   0.81623824  0.027008659    1.1824387 -0.040998749 
     200   0.84486947  0.026127006    1.1646742   -0.1016779 
     300   0.84872561  0.028779747    1.1104171  -0.16171478 
     400   0.83456103  0.026362903    1.0700306  -0.18087041 
     500   0.81877728  0.025530909    1.0370211  -0.19022208 
     600   0.81394057  0.022432158    1.0019911  -0.21800246 
     700   0.78908837  0.024246772   0.97125539  -0.21148788 
     800   0.76937977  0.024206637   0.95329031  -0.19991228 
     900   0.78398908  0.021805432    0.9530933  -0.22200678 
    1000   0.80000742  0.021813118   0.96667916  -0.23243038 
    1100   0.81372681  0.021587456   0.98386901  -0.23580416 
    1200   0.82267476  0.023781918   0.99474203  -0.23834298 
    1300   0.82053201  0.022274404   0.99128375  -0.23858955 
    1400   0.80827784  0.024525565   0.96800271  -0.24350314 
    1500   0.78665654  0.021129265   0.93422578  -0.24487249 
    1600   0.78770314  0.022492335   0.91629598    -0.264371 
    1700   0.78687082  0.021137421   0.91215076  -0.26726868 
    1800   0.80065787  0.022154788     0.915571  -0.28451349 
    1900   0.79867076  0.021250327   0.92078095  -0.27632511 
    2000   0.80304853  0.021671233   0.92792516  -0.27574262 
    2100   0.80465212  0.023438297   0.93750168  -0.26856969 
    2200   0.81394613  0.022258794    0.9558072   -0.2641947 
    2300    0.8394072  0.023030738   0.98858718  -0.26957764 
    2400   0.84920799  0.023407167    1.0030403  -0.26981463 
    2500    0.8450446  0.022886507   0.97840607  -0.28820849 
    2600    0.8132084  0.024211082   0.93197391  -0.28692223 
    2700   0.79755779  0.019633474   0.90570258  -0.28973528 
    2800   0.79428348  0.022438544   0.89261919   -0.2979109 
    2900   0.79220868  0.021894081   0.88513208  -0.30228814 
    3000   0.79289603  0.020870504   0.88400961  -0.30444086 
    3100   0.79674453  0.021726497    0.8891556  -0.30506329 
    3200   0.80409012  0.022722615   0.89824124  -0.30698774 
    3300   0.80570746  0.020508812   0.90973674  -0.29791644 
