run 200000
Neighbor list info ...
  update every 20 steps, delay 0 steps, check no
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 3.3
  ghost atom cutoff = 3.3
  binsize = 1.65, bins = 18 18 18
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d/newton
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 2.711 | 2.711 | 2.711 Mbytes
Step Temp Press TotEng PotEng 
       0            1  0.052777308    1.4656633 -0.033209759 
     100    1.0378151  0.052637643    1.4633345 -0.092218602 
     200    1.1187585  0.068713191    1.4206187  -0.25625814 
     300    1.0938761   0.05599857    1.3375158  -0.30206557 
     400    1.0645553  0.053479311    1.2759795  -0.31965371 
     500    1.0306204   0.05178416    1.2098434  -0.33492568 
     600    1.0043716  0.047182501    1.1551543  -0.35027123 
     700    0.9915997  0.043974337    1.1154377  -0.37084436 
     800   0.97884655  0.045576664    1.0893519  -0.37781481 
     900   0.98626986  0.043444608    1.0767339  -0.40155941 
    1000   0.99445616  0.048096051    1.0743002  -0.41626329 
    1100    1.0026255  0.045743928    1.0748046  -0.42800382 
    1200    1.0109898  0.045097226    1.0718748  -0.44347051 
    1300    1.0052334  0.041228887    1.0616715  -0.44504582 
    1400   0.98606079  0.042922263    1.0506337  -0.42734619 
    1500   0.99711489  0.043464022    1.0462241  -0.44832453 
    1600   0.98397023  0.047613669    1.0460745  -0.42877194 
    1700   0.98725878   0.03943774    1.0543477  -0.42542784 
    1800    1.0107166  0.050595036    1.0775109  -0.43742492 
    1900    1.0340629  0.043800191    1.0987678  -0.45116111 
    2000    1.0364884  0.049964947     1.100304  -0.45326054 
    2100    1.0134611  0.043646824    1.0659085    -0.453141 
    2200   0.98269238  0.046439785     1.017706  -0.45522506 
    2300   0.97655426  0.042242344   0.99823304  -0.46549779 
    2400   0.98842016  0.042611697     1.000334  -0.48118236 
    2500   0.99474467  0.043211136    1.0096355   -0.4813605 
    2600   0.99959638  0.047696143    1.0209479  -0.47732015 
    2700    1.0041336  0.043650844    1.0333267  -0.47174196 
    2800     1.008111  0.044425749    1.0482355  -0.46279496 
