run 200000
Neighbor list info ...
  update every 20 steps, delay 0 steps, check no
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 3.3
  ghost atom cutoff = 3.3
  binsize = 1.65, bins = 8 8 8
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d/newton
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 2.797 | 2.797 | 2.797 Mbytes
Step Temp Press TotEng PotEng 
       0          0.8    9.3952201   -2.3974426    -3.596541 
     100    1.4554577    1.0856947   -2.5136405   -4.6951868 
     200    1.2354686    1.4137065   -2.7602432   -4.6120537 
     300    1.1070617    1.3079127   -2.9929083   -4.6522532 
     400    1.0147913   0.88448733   -3.2036109   -4.7246543 
     500   0.92755929   0.60619564    -3.379847   -4.7701407 
     600   0.87948552   0.30818345   -3.5218128   -4.8400499 
     700   0.81643086  0.060556657   -3.6392821   -4.8630083 
     800   0.79579973  -0.23137656   -3.7263919   -4.9191946 
     900   0.75168194  -0.26204267    -3.783835   -4.9105108 
    1000   0.73379183  -0.23789833   -3.8076339   -4.9074947 
    1100   0.77067646  -0.39105657   -3.7973782   -4.9525244 
    1200   0.76103897  -0.18324462   -3.7573395   -4.8980403 
    1300   0.81687336  -0.28417615   -3.7001312   -4.9245206 
    1400   0.80743975   0.13184671   -3.6488509   -4.8591005 
    1500   0.83229431  0.062377143   -3.6141875    -4.861691 
    1600   0.84625049  0.074419691   -3.6038127   -4.8722347 
    1700   0.83398117  0.044805726   -3.6242868   -4.8743187 
    1800   0.80539919 0.0023388229   -3.6660235   -4.8732146 
    1900   0.79014851  -0.16966122   -3.7113847    -4.895717 
    2000   0.75199645 -0.047382793    -3.748436   -4.8755832 
    2100   0.77266027  -0.33166268   -3.7646315   -4.9227512 
    2200   0.78597229  -0.28725887   -3.7614032   -4.9394759 
    2300   0.80084723  -0.29095503   -3.7429742   -4.9433425 
    2400   0.78187089 -0.089112068   -3.7180849   -4.8900101 
    2500   0.81200588  -0.17039515   -3.6873698   -4.9044636 
    2600   0.82681154  -0.13045963   -3.6585522   -4.8978377 
    2700   0.83615815 -0.041070095    -3.643791   -4.8970859 
    2800   0.82439073 -0.053472016   -3.6505354   -4.8861925 
    2900   0.78202135  0.080497154   -3.6748753    -4.847026 
    3000   0.80864561  -0.14307044   -3.7064587   -4.9185158 
    3100   0.78344146  -0.18544672   -3.7341046   -4.9083839 
    3200    0.7707679   -0.1518313   -3.7464629   -4.9017462 
    3300   0.78901396  -0.28894983   -3.7423135   -4.9249452 
    3400   0.77306089 -0.084007507    -3.727056   -4.8857761 
    3500   0.80334885  -0.17609973   -3.7006752   -4.9047931 
    3600   0.81149633 -0.060168906   -3.6738382   -4.8901682 
    3700   0.81042667 -0.053938249   -3.6565731   -4.8712998 
    3800   0.81346412   0.02061172   -3.6516962   -4.8709756 
    3900   0.80792129 -0.050754114   -3.6591184   -4.8700899 
    4000   0.79243079 0.0066532188   -3.6772869     -4.86504 
    4100   0.79989752  -0.11885008   -3.7001576   -4.8991024 
    4200   0.78678636  -0.19525934   -3.7249172     -4.90421 
    4300   0.78196536  -0.24372962   -3.7377274   -4.9097942 
    4400   0.78463381  -0.30398062   -3.7371233   -4.9131898 
    4500   0.78916507  -0.12625839   -3.7210886   -4.9039469 
    4600     0.790293 -0.046563921   -3.6938702   -4.8784191 
    4700   0.81571257 -0.091619618   -3.6692458   -4.8918954 
    4800   0.82460944 -0.093560481   -3.6558944   -4.8918792 
    4900   0.81197308 -0.066003275   -3.6545618   -4.8716064 
    5000   0.80665807 -0.099597286   -3.6642246   -4.8733027 
    5100   0.80583416  -0.09326842   -3.6826774   -4.8905205 
    5200   0.80534437  -0.22693407    -3.703978   -4.9110869 
    5300   0.78737403 -0.097653002   -3.7186944   -4.8988681 
