LAMMPS data file for Nanoparticles
   1331 atoms
1 atom types
  -13.0000000000   13.0000000000 xlo xhi
  -13.0000000000   13.0000000000 ylo yhi
  -13.0000000000   13.0000000000 zlo zhi
 
Atoms
 
  355 1    -7.2000    12.0000    -7.2000 0 0 0
  356 1    -7.2000    12.0000    -4.8000 0 0 0
  357 1    -7.2000    12.0000    -2.4000 0 0 0
  358 1    -7.2000    12.0000     0.0000 0 0 0
  359 1    -7.2000    12.0000     2.4000 0 0 0
  360 1    -7.2000    12.0000     4.8000 0 0 0
  361 1    -7.2000    12.0000     7.2000 0 0 0
  362 1    -7.2000    12.0000     9.6000 0 0 0
  363 1    -7.2000    12.0000    12.0000 0 0 0
  364 1    -4.8000   -12.0000   -12.0000 0 0 0
  365 1    -4.8000   -12.0000    -9.6000 0 0 0
  366 1    -4.8000   -12.0000    -7.2000 0 0 0
  367 1    -4.8000   -12.0000    -4.8000 0 0 0
  368 1    -4.8000   -12.0000    -2.4000 0 0 0
  369 1    -4.8000   -12.0000     0.0000 0 0 0
  370 1    -4.8000   -12.0000     2.4000 0 0 0
  371 1    -4.8000   -12.0000     4.8000 0 0 0
  372 1    -4.8000   -12.0000     7.2000 0 0 0
  373 1    -4.8000   -12.0000     9.6000 0 0 0
  374 1    -4.8000   -12.0000    12.0000 0 0 0
  375 1    -4.8000    -9.6000   -12.0000 0 0 0
  376 1    -4.8000    -9.6000    -9.6000 0 0 0
  377 1    -4.8000    -9.6000    -7.2000 0 0 0
  378 1    -4.8000    -9.6000    -4.8000 0 0 0
  379 1    -4.8000    -9.6000    -2.4000 0 0 0
  380 1    -4.8000    -9.6000     0.0000 0 0 0
  381 1    -4.8000    -9.6000     2.4000 0 0 0
  382 1    -4.8000    -9.6000     4.8000 0 0 0
  383 1    -4.8000    -9.6000     7.2000 0 0 0
  384 1    -4.8000    -9.6000     9.6000 0 0 0
  385 1    -4.8000    -9.6000    12.0000 0 0 0
  386 1    -4.8000    -7.2000   -12.0000 0 0 0
  387 1    -4.8000    -7.2000    -9.6000 0 0 0
  388 1    -4.8000    -7.2000    -7.2000 0 0 0
  389 1    -4.8000    -7.2000    -4.8000 0 0 0
  390 1    -4.8000    -7.2000    -2.4000 0 0 0
  391 1    -4.8000    -7.2000     0.0000 0 0 0
  392 1    -4.8000    -7.2000     2.4000 0 0 0
  393 1    -4.8000    -7.2000     4.8000 0 0 0
  394 1    -4.8000    -7.2000     7.2000 0 0 0
  395 1    -4.8000    -7.2000     9.6000 0 0 0
  396 1    -4.8000    -7.2000    12.0000 0 0 0
  397 1    -4.8000    -4.8000   -12.0000 0 0 0
  398 1    -4.8000    -4.8000    -9.6000 0 0 0
  399 1    -4.8000    -4.8000    -7.2000 0 0 0
  400 1    -4.8000    -4.8000    -4.8000 0 0 0
  401 1    -4.8000    -4.8000    -2.4000 0 0 0
  402 1    -4.8000    -4.8000     0.0000 0 0 0
  403 1    -4.8000    -4.8000     2.4000 0 0 0
  404 1    -4.8000    -4.8000     4.8000 0 0 0
  405 1    -4.8000    -4.8000     7.2000 0 0 0
  406 1    -4.8000    -4.8000     9.6000 0 0 0
  407 1    -4.8000    -4.8000    12.0000 0 0 0
  408 1    -4.8000    -2.4000   -12.0000 0 0 0
  409 1    -4.8000    -2.4000    -9.6000 0 0 0
  410 1    -4.8000    -2.4000    -7.2000 0 0 0
  411 1    -4.8000    -2.4000    -4.8000 0 0 0
  412 1    -4.8000    -2.4000    -2.4000 0 0 0
  413 1    -4.8000    -2.4000     0.0000 0 0 0
  414 1    -4.8000    -2.4000     2.4000 0 0 0
  415 1    -4.8000    -2.4000     4.8000 0 0 0
  416 1    -4.8000    -2.4000     7.2000 0 0 0
  417 1    -4.8000    -2.4000     9.6000 0 0 0
  418 1    -4.8000    -2.4000    12.0000 0 0 0
  419 1    -4.8000     0.0000   -12.0000 0 0 0
  420 1    -4.8000     0.0000    -9.6000 0 0 0
  421 1    -4.8000     0.0000    -7.2000 0 0 0
  422 1    -4.8000     0.0000    -4.8000 0 0 0
  423 1    -4.8000     0.0000    -2.4000 0 0 0
  424 1    -4.8000     0.0000     0.0000 0 0 0
  425 1    -4.8000     0.0000     2.4000 0 0 0
  426 1    -4.8000     0.0000     4.8000 0 0 0
  427 1    -4.8000     0.0000     7.2000 0 0 0
  428 1    -4.8000     0.0000     9.6000 0 0 0
  429 1    -4.8000     0.0000    12.0000 0 0 0
  430 1    -4.8000     2.4000   -12.0000 0 0 0
  431 1    -4.8000     2.4000    -9.6000 0 0 0
  432 1    -4.8000     2.4000    -7.2000 0 0 0
  433 1    -4.8000     2.4000    -4.8000 0 0 0
  434 1    -4.8000     2.4000    -2.4000 0 0 0
  435 1    -4.8000     2.4000     0.0000 0 0 0
  436 1    -4.8000     2.4000     2.4000 0 0 0
  437 1    -4.8000     2.4000     4.8000 0 0 0
  438 1    -4.8000     2.4000     7.2000 0 0 0
  439 1    -4.8000     2.4000     9.6000 0 0 0
  440 1    -4.8000     2.4000    12.0000 0 0 0
  441 1    -4.8000     4.8000   -12.0000 0 0 0
  442 1    -4.8000     4.8000    -9.6000 0 0 0
  443 1    -4.8000     4.8000    -7.2000 0 0 0
