run 200000
Neighbor list info ...
  update every 20 steps, delay 0 steps, check no
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 3.3
  ghost atom cutoff = 3.3
  binsize = 1.65, bins = 22 22 22
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d/newton
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 2.739 | 2.739 | 2.739 Mbytes
Step Temp Press TotEng PotEng 
       0          0.8  0.021481668    1.1836947 -0.015403715 
     100   0.81415731  0.022072231    1.1827606  -0.03755787 
     200    0.8238884  0.021400948    1.1695906 -0.065313462 
     300   0.83299162   0.02305746    1.1263606  -0.12218807 
     400   0.82038085  0.020112803     1.083599  -0.14604776 
     500   0.80512816  0.023191929    1.0618229    -0.144962 
     600   0.80437495   0.01877555    1.0421698  -0.16348617 
     700    0.8020521  0.020450087    1.0224924  -0.17968186 
     800   0.78052231  0.018649126    1.0044904  -0.16541347 
     900   0.77853388  0.018974227   0.99863177  -0.16829166 
    1000   0.78893015  0.019393444    1.0087085  -0.17379766 
    1100   0.80887747  0.018660967    1.0306696  -0.18173505 
    1200   0.82379384  0.020836588    1.0508081   -0.1839543 
    1300   0.83076111  0.020666936    1.0533991  -0.19180635 
    1400   0.81472815  0.018910909    1.0285251  -0.19264896 
    1500   0.79330952  0.019013318   0.98441989  -0.20465036 
    1600    0.7879742  0.017642145   0.96456078  -0.21651249 
    1700   0.78994574  0.018585488   0.96453632  -0.21949204 
    1800   0.79611792  0.019721965   0.97104084  -0.22223883 
    1900   0.79878211  0.021708114   0.97834881  -0.21892415 
    2000   0.80357511  0.018581101   0.98394703  -0.22051002 
    2100   0.80577026   0.01946531   0.98973847  -0.21800884 
    2200     0.811609  0.018909463   0.99348203  -0.22301681 
    2300   0.80663099  0.019274483    0.9905561  -0.21848133 
    2400   0.80287391   0.01869225   0.97670503  -0.22670103 
    2500   0.78696819  0.019135847    0.9549798  -0.22458559 
    2600   0.77611283  0.017838213   0.93877685  -0.22451774 
    2700   0.77853638  0.018809845   0.93768779   -0.2292394 
    2800    0.7821351  0.019517434   0.95534993  -0.21697128 
    2900    0.8162651  0.019331985   0.98882924   -0.2346485 
    3000   0.82565265  0.019094787    1.0094508  -0.22809772 
    3100   0.82456698   0.01943401     1.007847  -0.22807424 
    3200   0.82006271  0.019357322   0.99062717  -0.23854271 
    3300    0.8039401   0.01900267   0.96921872  -0.23578542 
    3400   0.79831341  0.018132563   0.95741233   -0.2391581 
    3500   0.80534315  0.018310884    0.9527756  -0.25433152 
    3600    0.8009347  0.019395987   0.94756813  -0.25293128 
    3700    0.7957086  0.018036503   0.94228443  -0.25038173 
    3800   0.79363393   0.01884575    0.9391047  -0.25045179 
    3900   0.79094554   0.01909931   0.93804534   -0.2474816 
    4000   0.79913664  0.018020504   0.94299977  -0.25480459 
